id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL10B-L1-01,Level 1,multiple_choice,某機關採購標準規格影印紙，各家產品在品質、功能、規格幾乎無實質差異。依第10講，較適合何種決標方式？,最低標,最有利標,異質最低標,完全不需決標,A,1,TRUE,第10講決策樹為：同質採購原則採最低標。影印紙這類規格明確、性能易統一者，較接近同質採購。,同質採購判斷,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-02,Level 1,multiple_choice,某資訊系統採購，各廠商提出的架構、維護模式、資安設計與商業條款差異很大。依第10講，較可能屬於何者？,異質且差異大,完全同質,不得採購,只能用最低標且不審技術,A,1,TRUE,第10講指出異質是指技術、品質、功能、效益、特性或商業條款存在差異；差異大且規格難單一者，較適合最有利標。,異質採購判斷,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-03,Level 1,multiple_choice,某設備採購不是現貨，但差異項目少，機關可訂明確合格標準，合格後再比價格。依第10講，較適合何種方式？,異質最低標,完全抽籤,無條件最有利標,不審規格直接決標,A,1,TRUE,第10講指出異質但差異小者，可採異質最低標；先審是否合格，合格者再比價，以最低標決標。,異質最低標,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-04,Level 1,multiple_choice,某專業技術服務案，方案品質、履約團隊、方法論與成果效益差異顯著，難以用單一規格描述。依第10講，較適合何者？,最有利標,同質最低標,完全不用評選,直接最低價得標且不審品質,A,1,TRUE,第10講指出異質且差異大、規格難單一者，適合採最有利標，尤其專業、技術、資訊服務或重大複雜標的。,最有利標適用,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-05,Level 1,multiple_choice,某採購標的規格明確、現貨充足、各廠商產品無實質差異，機關卻只因想主觀挑廠商而採最有利標。依第10講，主要問題為何？,同質標的原則應採最低標，採最有利標須有具體必要性,同質標的一律不得公開招標,最有利標完全不需理由,現貨採購一定要用異質最低標,A,1,TRUE,第10講心法是先判斷同/異質再選決標方式；同質採購原則最低標，最有利標須具體說明不採最低標之理由並核定。,錯用最有利標,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-06,Level 1,multiple_choice,判斷同質或異質時，承辦人先問：規格是否明確可單一化？這符合第10講哪一項實務判斷？,規格明確性與可量化程度,廠商名稱是否好聽,投標書封面是否漂亮,承辦人是否熟識廠商,A,1,TRUE,第10講列出的實務判斷重點包含規格是否明確可單一化、市場供應型態與方案差異程度。,規格是否單一化,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-07,Level 1,multiple_choice,某採購標的是大量現貨，性能容易統一；另一案是高度客製服務。依第10講，這是在比較哪一個判斷因素？,市場供應型態,押標金利息,招標文件發售費,政黨投標限制,A,1,TRUE,第10講實務判斷重點包括市場供應型態，例如現貨與客製的不同，會影響同質/異質判斷。,市場供應型態,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-08,Level 1,multiple_choice,某同質採購採最低標，但最低價明顯低到可能無法履約。依第10講，機關不應只看便宜，還應啟動何種控管？,標價偏低之說明、查核與履約風險控管,直接無條件決標,刪除最低價紀錄,改由承辦人私人付款,A,1,TRUE,第10講指出同質最低標仍須依第58條控管標價偏低，要求說明與查核，必要時不予決標。,最低標低價風險,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-09,Level 1,multiple_choice,某案採異質最低標，工作小組卻直接替廠商評優劣、排名次。依第10講，主要問題為何？,異質最低標情境下，工作小組重在審合格與否，不評優劣,工作小組一定要決定得標廠商,異質最低標不得有審查標準,工作小組不得看資格與規格,A,1,TRUE,第10講指出工作小組提出資格/規格合致初審意見，異質最低標情境不評優劣。,異質最低標審查,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-10,Level 1,multiple_choice,某異質最低標案未設明確合格標準，直接進入比價。依第10講，主要缺失為何？,異質最低標應先設明確審查標準，合格後再比價,異質最低標完全不用審查,異質最低標一定不得比價,合格標準只能由得標廠商決定,A,1,TRUE,第10講整理異質最低標要點：設明確審查標準，先審合格與否，合格者再以最低標決標。,審查標準,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-11,Level 1,multiple_choice,某機關採最有利標，但簽呈只寫『想選好一點的廠商』，未具體說明不採最低標理由。依第10講，主要問題為何？,採最有利標須逐案具體說明不採最低標理由並核定,最有利標完全不用核定,只要想選好廠商就充分,最有利標不得說明理由,A,1,TRUE,第10講指出最有利標需逐案具體說明不採最低標之理由，提首長或上級機關核定。,最有利標核定,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-12,Level 1,multiple_choice,某最有利標文件未列評選項目、配分、最低合格分數與價格/非價格權重。依第10講，缺少何者？,評選規則的明確揭示,押標金沒收事由,三家比價型錄,履約驗收日期,A,1,TRUE,第10講整理最有利標招標文件應明列評選項目與配分、最低合格分數、價格/非價格權重與評選方法。,評選文件明確性,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-13,Level 1,multiple_choice,某最有利標評選委員會只有3人。依第10講常見組成，可能有何問題？,評選委員會常見為5至17人，3人可能不足,評選委員會固定只能3人,評選委員會不得超過2人,最有利標不需要委員會,A,1,TRUE,第10講整理評選或審查委員會常見組成為5至17人，並應注意外聘專家比例與迴避。,評選委員會組成,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-14,Level 1,multiple_choice,某評選委員會全由同一單位內部人員組成，沒有注意外聘專家學者比例。依第10講，主要風險為何？,可能不符合評選委員會組成與外部監督要求,外聘專家永遠不得參與,委員會必須全由投標廠商組成,同一單位越集中越符合公正,A,1,TRUE,第10講指出評選委員會應注意外聘專家學者達法定比例，避免同單位過度集中。,外聘專家,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-15,Level 1,multiple_choice,某評選委員與投標廠商有利害關係，仍親自評分。依第10講，最應注意何者？,利害關係者應迴避,利害關係者應優先評分,利害關係不需揭露,評選分數可事後刪除,A,1,TRUE,第10講評選委員會運作要求委員親自出席並簽名評分，且利害關係者應迴避。,利益迴避,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-16,Level 1,multiple_choice,某評選委員未出席會議，卻事後請他人代簽評分表。依第10講，主要問題為何？,委員應親自出席並簽名評分,委員代簽是正常程序,評選會議不需簽名,未出席者才可評分,A,1,TRUE,第10講指出委員應親自出席且簽名評分，並應保留完整會議紀錄。,委員出席,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-17,Level 1,multiple_choice,某廠商在簡報詢答時提出全新技術方案，機關將其納入評分。依第10講，主要問題為何？,簡報/詢答非協商，不得變更投標內容或納入事後補充,簡報時可任意更改投標內容,詢答可取代投標文件,最有利標不得有簡報,A,1,TRUE,第10講提醒簡報/詢答非屬協商，不得變更投標內容或納入事後補充。,簡報詢答,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-18,Level 1,multiple_choice,工作小組初審意見只寫『看起來可以』，未標示文件頁次。依第10講，較完整作法為何？,就資格/規格合致提出初審意見，並標示文件頁次,工作小組不用提出任何意見,初審只看廠商人氣,文件頁次不得標示,A,1,TRUE,第10講指出工作小組任務是就資格/規格合致提出初審意見，並標示文件頁次。,工作小組初審,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-19,Level 1,multiple_choice,開標後機關要求工作小組在幾分鐘內完成複雜技術文件初審。依第10講，主要風險為何？,未留足審查時間，可能影響初審意見品質,審查越快越一定合法,工作小組不得審查技術文件,初審品質與程序無關,A,1,TRUE,第10講提醒開標後應留足審查時間，以確保工作小組初審意見品質。,初審時間,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-20,Level 1,multiple_choice,最低標價格低於合理成本甚多，廠商只說『我們就是便宜』，未提出成本、人力、材料佐證。依第10講，機關應如何看待？,說明可能不足，應以履約能力與品質為核心審查,只要便宜就必須決標,不得要求任何佐證,直接提高廠商價格,A,1,TRUE,第10講第58條處理標價偏低時，可要求廠商就成本、工法、人力、材料、維護等提出說明並佐證。,標價偏低說明,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-21,Level 1,multiple_choice,廠商低價說明不足且履約風險高。依第10講，機關可考慮何者？,不決標、重招或調整需求/規格,一定照價決標,由廠商自行宣布得標,刪除低價審查紀錄,A,1,TRUE,第10講指出說明不足或風險高時，可不決標、重招或調整需求/規格。,低價決策,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-22,Level 1,multiple_choice,某最有利標評選出優勝廠商後，機關未檢查報價是否合理即決標。依第10講，缺少何者？,決標前價格合理性審查,示疑期間1/4,押標金沒收,國內偏好權重,A,1,TRUE,第10講指出最有利標決標前應確認報價或協商結果合理，保存相關紀錄。,價格合理性,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-23,Level 1,multiple_choice,某底價直接等於預算，未檢討市場行情、成本結構與效益需求。依第10講，主要問題為何？,底價設定應依市場行情、成本結構、預算與效益需求,底價必須永遠等於預算,底價不得參考市場行情,底價由廠商自行設定,A,1,TRUE,第10講整理底價設定應依市場行情、成本結構、預算與效益需求，必要時分解工料、工時與維護成本。,底價估算,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-24,Level 1,multiple_choice,某評選案沒有保存評分表、會議紀錄與不同意見。依第10講，主要缺失為何？,評選程序應留痕，保存評分表、會議紀錄與不同意見,評選不得留任何紀錄,只有價格標需要紀錄,會議紀錄只能口頭保存,A,1,TRUE,第10講要求評選會議逐項審查，決標核定時應保存評分表、會議紀錄與不同意見。,程序留痕,Notion：政府採購法 / 第10講 / 再一次
GPL10B-L1-25,Level 1,multiple_choice,某承辦人面對採購案時，第一步就想直接套最有利標。依第10講，較正確的第一步是什麼？,先判斷標的是同質或異質，再選決標方式,所有案件一律最有利標,所有案件一律最低標且不審風險,先看哪家廠商最熟,A,1,TRUE,第10講關鍵心法是先判斷同/異質，選對決標方式，嚴守評選程序、公正與留痕，並於決標前做價格合理性審查。,決策總整理,Notion：政府採購法 / 第10講 / 再一次
