id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL22B-L1-01,Level 1,multiple_choice,某工程已完成招標、決標、履約、驗收流程，但機關完全沒有檢討工程做出來是否有品質。依第22講，主要缺失為何？,忽略本講核心：工程品質管理制度,忽略不良廠商公告,忽略境外電商稅籍登記,忽略親屬繼承,A,1,TRUE,第22講指出本講開始談工程做出來到底有沒有品質，因此重點是工程品質管理制度。,工程品質核心,Notion：政府採購法 / 第22講 / 再一次
GPL22B-L1-02,Level 1,multiple_choice,某工程外觀看起來漂亮，但結構強度不足、功能也不能正常使用。依第22講，主要問題為何？,工程品質不能只看美觀，還要看強度、功能、安全、環境,只要美觀即可合格,只要價格最低即可,只要得標廠商有名即可,A,1,TRUE,第22講工程品質五大指標為強度、功能、安全、美觀、環境。,五大指標,Notion：政府採購法 / 第22講 / 再一次
GPL22B-L1-03,Level 1,multiple_choice,施工現場完工後可使用，但存在明顯安全風險。依第22講，這主要違反哪一品質指標？,安全,美觀,公告,議價,A,1,TRUE,第22講五大品質指標之一為安全，工程須符合安全要求。,安全指標,Notion：政府採購法 / 第22講 / 再一次
GPL22B-L1-04,Level 1,multiple_choice,工程施工完成但造成周邊污染與環境破壞。依第22講，主要違反哪一品質指標？,環境,價格,投標家數,委員出席費,A,1,TRUE,第22講五大品質指標之一為環境，工程須符合環境保護。,環境指標,Notion：政府採購法 / 第22講 / 再一次
GPL22B-L1-05,Level 1,multiple_choice,某人說公共工程金質獎只是廠商自己辦的行銷獎。依第22講，何者正確？,由行政院公共工程委員會每年辦理，表揚優良公共工程,由得標廠商自行辦理,由地方市場攤販辦理,由法院辦理,A,1,TRUE,第22講指出公共工程金質獎主管機關為行政院公共工程委員會，每年辦理，目的為表揚優良公共工程。,金質獎誤解,Notion：政府採購法 / 第22講 / 再一次
GPL22B-L1-06,Level 1,multiple_choice,機關因鋼構工期短、重量較輕，就認為鋼構不需要完整品質檢驗。依第22講，主要錯誤為何？,鋼構有優點，但仍須品質計畫、檢驗與查驗,鋼構完全免檢,鋼構不得驗收,鋼構只看外觀,A,1,TRUE,第22講列鋼構優點包含跨距大、工期短、回收容易、重量較輕、抗震佳、綠建築友善，但仍須品質管理。,鋼構優點誤用,Notion：政府採購法 / 第22講 / 再一次
GPL22B-L1-07,Level 1,multiple_choice,某鋼構工程只檢查鋼板，未管焊材、高強度螺栓、剪力釘與防火漆。依第22講，主要問題為何？,鋼構主要材料包含多項，不能只檢查鋼板,只要鋼板檢查即可,防火漆與品質無關,高強度螺栓不屬材料,A,1,TRUE,第22講鋼構主要材料包括鋼板、型鋼、鋼承板、焊材、高強度螺栓、剪力釘、防火漆。,鋼構材料,Notion：政府採購法 / 第22講 / 再一次
GPL22B-L1-08,Level 1,multiple_choice,施工前沒有品質計畫書，現場只靠工頭經驗施工。依第22講，主要缺失為何？,施工前應有品質計畫書,品質計畫書完工後補即可,品質計畫書只適用財物採購,品質計畫書不得寫檢驗頻率,A,1,TRUE,第22講指出施工前要有品質計畫書。,品質計畫書,Notion：政府採購法 / 第22講 / 再一次
GPL22B-L1-09,Level 1,multiple_choice,品質計畫書只有工程名稱，沒有品質標準、檢驗頻率、管制方法與缺失改善機制。依第22講，主要問題為何？,品質計畫書內容不完整,品質計畫書只需工程名稱,檢驗頻率不得記載,缺失改善機制不重要,A,1,TRUE,第22講品質計畫書內容包含組織架構、品質標準、檢驗頻率、管制方法、缺失改善機制。,品質計畫內容,Notion：政府採購法 / 第22講 / 再一次
GPL22B-L1-10,Level 1,multiple_choice,鋼構材料未確認、未取樣試驗就直接切割、焊接、出廠。依第22講，主要錯誤為何？,鋼構製造應先材料確認與取樣試驗，再切割、鑽孔、組裝、焊接、檢驗、出廠,出廠後再確認材料即可,鋼構不用取樣試驗,鋼構不用檢驗即可出廠,A,1,TRUE,第22講鋼構製造流程為材料確認→取樣試驗→切割→鑽孔→組裝→焊接→檢驗→出廠。,鋼構流程,Notion：政府採購法 / 第22講 / 再一次
