id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL33-L1-01,Level 1,multiple_choice,依第33講，本講主題為何？,初探最有利標作業程序,學校午餐聯合採購,共同投標與同等品,驗收與政風刑責,A,1,TRUE,第33講主軸是初探最有利標作業程序，包含立法目的、核心精神、決標原則比較、三種類型與異質性認定。,講次主軸,Notion：政府採購法 / 第33講
GPL33-L1-02,Level 1,multiple_choice,依第33講，最有利標制度主要是為避免何種問題？,最低標導致惡性削價競爭、品質低落或頻繁變更設計,廠商品質過高,評選委員過多,契約文件太完整,A,1,TRUE,第33講指出最有利標目的在避免最低標導致之惡性削價競爭、履約品質低落或事後頻繁變更設計。,立法目的,Notion：政府採購法 / 第33講
GPL33-L1-03,Level 1,multiple_choice,依第33講，最有利標目的主要連結哪些條文？,第52條、第56條,第7條、第14條,第30條、第31條,第101條、第103條,A,1,TRUE,第33講在立法目的處標示最有利標連結§52、§56。,法源連結,Notion：政府採購法 / 第33講
GPL33-L1-04,Level 1,multiple_choice,依第33講，最有利標核心精神為何？,在既定預算下尋求技術、品質、功能、商業條款或價格之綜合最優解,一律找最低價格,一律找權利金最高者,一律找熟識廠商,A,1,TRUE,第33講指出最有利標核心精神是在既定預算下，尋求技術、品質、功能、商業條款或價格的綜合最優解。,核心精神,Notion：政府採購法 / 第33講
GPL33-L1-05,Level 1,multiple_choice,依第33講，最有利標中價格的角色為何？,價格不再是唯一考量,價格永遠是唯一考量,價格不得被考量,只能看權利金最高,A,1,TRUE,第33講指出價格不再是唯一考量，權利金最高或價格最低者不必然得標。,價格角色,Notion：政府採購法 / 第33講
GPL33-L1-06,Level 1,multiple_choice,依第33講，下列何者正確？,權利金最高或價格最低者不必然得標,價格最低者必然得標,權利金最高者必然得標,評分最低者必然得標,A,1,TRUE,第33講明確指出權利金最高或價格最低者不必然得標。,得標迷思,Notion：政府採購法 / 第33講
GPL33-L1-07,Level 1,multiple_choice,依第33講，最低標適用於何種採購？,規格明確、同質性高,異質性高且強調品質,專業服務評選,設計競賽,A,1,TRUE,第33講比較表指出最低標適用於規格明確、同質性高。,最低標適用情境,Notion：政府採購法 / 第33講
GPL33-L1-08,Level 1,multiple_choice,依第33講，最低標審查重點為何？,價格，底價內最低者,技術品質價格綜合評選,評分後開價最低者,權利金最高者,A,1,TRUE,第33講比較表指出最低標審查重點為價格，即底價內最低者。,最低標審查重點,Notion：政府採購法 / 第33講
GPL33-L1-09,Level 1,multiple_choice,依第33講，異質最低標適用於何種情境？,異質性高但預算有限,規格完全同質,只看權利金最高,不用評分,A,1,TRUE,第33講比較表指出異質最低標適用於異質性高但預算有限。,異質最低標情境,Notion：政府採購法 / 第33講
GPL33-L1-10,Level 1,multiple_choice,依第33講，異質最低標之審查重點為何？,評分後開價，最低者得標,只看底價內最低者,綜合評選最高者得標,抽籤決定,A,1,TRUE,第33講比較表指出異質最低標為評分後開價，最低者得標。,異質最低標審查,Notion：政府採購法 / 第33講
