id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL35-L1-01,Level 1,multiple_choice,依第35講，本講主題為何？,總複習（一）：總則、招標與決標重點,最有利標評選實務與不合格標,學校午餐聯合採購,驗收與政風案例,A,1,TRUE,第35講是總複習（一），重點在總則、招標與決標。,講次主軸,Notion：政府採購法 / 第35講
GPL35-L1-02,Level 1,multiple_choice,依第35講，政府採購法三大標的為何？,工程、財物、勞務,公開、選擇、限制,最低標、最有利標、複數決標,押標金、履約金、保固金,A,1,TRUE,第35講指出三大標的為工程、財物、勞務。,三大標的,Notion：政府採購法 / 第35講
GPL35-L1-03,Level 1,multiple_choice,依第35講，下列何者屬工程採購例示？,新建、改建,買受、訂製,委任、僱傭,專業服務評選,A,1,TRUE,第35講將工程標的例示為新建、改建。,工程採購,Notion：政府採購法 / 第35講
GPL35-L1-04,Level 1,multiple_choice,依第35講，下列何者屬財物採購例示？,買受、訂製,新建、改建,委任、僱傭,限制性招標,A,1,TRUE,第35講將財物標的例示為買受、訂製。,財物採購,Notion：政府採購法 / 第35講
GPL35-L1-05,Level 1,multiple_choice,依第35講，下列何者屬勞務採購例示？,委任、僱傭,新建、改建,買受、訂製,共同投標,A,1,TRUE,第35講將勞務標的例示為委任、僱傭。,勞務採購,Notion：政府採購法 / 第35講
GPL35-L1-06,Level 1,multiple_choice,依第35講，採購兼有兩項以上性質者，應如何認定歸屬？,按性質所佔預算比例最高者認定,由承辦人任意選擇,一律認定為工程,一律認定為財物,A,1,TRUE,第35講指出兼有兩項以上者，按其性質所佔預算比例最高者認定其歸屬。,混合採購認定,Notion：政府採購法 / 第35講
GPL35-L1-07,Level 1,multiple_choice,依第35講，機關可否委託法人或團體代辦採購？,可以，但受託者不得參加該案投標,不可以，絕對禁止代辦,可以，且受託者一定要投標,只能委託自然人,A,1,TRUE,第35講指出機關可委託法人或團體代辦，但受託者不得參加該案投標，屬利益迴避。,代辦採購,Notion：政府採購法 / 第35講
GPL35-L1-08,Level 1,multiple_choice,依第35講，受託代辦採購者不得參加該案投標，主要為避免何者？,利益衝突,電子領標缺漏,固定價格權重不足,驗收減價收受,A,1,TRUE,第35講將代辦採購中受託者不得參加該案投標列為利益迴避。,代辦利益迴避,Notion：政府採購法 / 第35講
GPL35-L1-09,Level 1,multiple_choice,依第35講，承辦或兼辦採購人員離職後幾年內，不得向原機關接洽特定事務？,3年內,1年內,5年內,10年內,A,1,TRUE,第35講指出承辦/兼辦人員離職後3年內，不得向原機關接洽離職前5年內職務相關事務。,迴避制度年限,Notion：政府採購法 / 第35講
GPL35-L1-10,Level 1,multiple_choice,依第35講，採購人員離職後限制接洽的事務，是離職前幾年內職務相關事務？,5年內,1年內,3年內,10年內,A,1,TRUE,第35講指出離職後3年內，不得向原機關接洽離職前5年內職務相關之事務。,迴避職務範圍,Notion：政府採購法 / 第35講
GPL35-L1-11,Level 1,multiple_choice,依第35講，公開招標的核心為何？,不特定廠商皆可投標,先審資格再邀請,不經公告邀請一家議價,只邀請兩家比價,A,1,TRUE,第35講指出公開招標是不特定廠商皆可投標。,公開招標,Notion：政府採購法 / 第35講
GPL35-L1-12,Level 1,multiple_choice,依第35講，選擇性招標的核心為何？,先審查資格，再邀請投標,不特定廠商皆可投標,不經公告只邀一家議價,底價內最低者得標,A,1,TRUE,第35講指出選擇性招標是先審查資格，再邀請投標。,選擇性招標,Notion：政府採購法 / 第35講
GPL35-L1-13,Level 1,multiple_choice,依第35講，選擇性招標適用於何種採購？,經常性採購或需高額開發費用者,任何小額採購皆必須,專屬權利且無替代標的者,驗收不符者,A,1,TRUE,第35講指出選擇性招標適用於經常性採購或需高額開發費用者。,選擇性招標適用,Notion：政府採購法 / 第35講
GPL35-L1-14,Level 1,multiple_choice,依第35講，限制性招標的核心為何？,不經公告，邀請一家議價或兩家以上比價,不特定廠商皆可投標,先公告再資格審查,只能公開取得報價單,A,1,TRUE,第35講指出限制性招標是不經公告，邀請一家議價或兩家以上比價。,限制性招標核心,Notion：政府採購法 / 第35講
GPL35-L1-15,Level 1,multiple_choice,依第35講，專屬權利、獨家供應、無替代標的者，主要連結限制性招標何款？,§22第1項第2款,§22第1項第3款,§22第1項第6款,§22第1項第9款,A,1,TRUE,第35講列§22 I ②為專屬權利、獨家供應，無替代標的者。,專屬權利條款,Notion：政府採購法 / 第35講
GPL35-L1-16,Level 1,multiple_choice,依第35講，不可預見之緊急事故，主要連結限制性招標何款？,§22第1項第3款,§22第1項第2款,§22第1項第6款,§22第1項第9款,A,1,TRUE,第35講列§22 I ③為不可預見之緊急事故。,緊急事故條款,Notion：政府採購法 / 第35講
GPL35-L1-17,Level 1,multiple_choice,依第35講，追加工程且未超過原契約金額50%，主要連結何款？,§22第1項第6款,§22第1項第2款,§22第1項第3款,§22第1項第9款,A,1,TRUE,第35講列§22 I ⑥為追加工程，且未超過原契約金額50%。,追加工程條款,Notion：政府採購法 / 第35講
GPL35-L1-18,Level 1,multiple_choice,依第35講，專業、技術、資訊服務經公開評選為優勝者，主要連結何款？,§22第1項第9款,§22第1項第2款,§22第1項第3款,§22第1項第6款,A,1,TRUE,第35講列§22 I ⑨為專業/技術/資訊服務經公開評選為優勝者，準用最有利標。,專業服務評選,Notion：政府採購法 / 第35講
GPL35-L1-19,Level 1,multiple_choice,依第35講，統包（§24）之意義為何？,將設計與施工或供應/安裝一併招標，以提升效率,兩家以上廠商共同具名投標,不得指定特定廠牌,底價內最低者得標,A,1,TRUE,第35講指出統包是將設計與施工，或供應/安裝一併招標，以提升效率。,統包,Notion：政府採購法 / 第35講
GPL35-L1-20,Level 1,multiple_choice,依第35講，共同投標（§25）之意義為何？,兩家以上廠商共同具名投標，負連帶履行責任,將設計與施工一併招標,指定特定廠牌,只邀請一家議價,A,1,TRUE,第35講指出共同投標為兩家以上廠商共同具名投標，負連帶履行責任。,共同投標,Notion：政府採購法 / 第35講
GPL35-L1-21,Level 1,multiple_choice,依第35講，規格限制（§26）之核心為何？,不得指定特定廠牌，無法精確說明時應註明或同等品,必須指定單一品牌,不得寫或同等品,只看廠商地址,A,1,TRUE,第35講指出規格限制不得指定特定廠牌，若無法精確說明，應註明或同等品。,規格限制,Notion：政府採購法 / 第35講
GPL35-L1-22,Level 1,multiple_choice,依第35講，下列何種採購得免收押標金？,勞務採購及未達公告金額之採購,所有巨額工程採購,所有公告金額以上採購,所有最有利標採購,A,1,TRUE,第35講指出勞務採購及未達公告金額之採購，得免收押標金。,押標金免收,Notion：政府採購法 / 第35講
GPL35-L1-23,Level 1,multiple_choice,依第35講，最低標決標原則為何？,底價內最低標,技術品質價格綜合評選,依不同項目分別給不同廠商,經公開評選為優勝者,A,1,TRUE,第35講指出最低標為底價內最低標。,最低標,Notion：政府採購法 / 第35講
GPL35-L1-24,Level 1,multiple_choice,依第35講，最低標若標價偏低，低於底價多少時應依§58處理？,80%,50%,20%,100%,A,1,TRUE,第35講指出最低標若標價偏低，低於底價80%，應依§58處理。,低價處理,Notion：政府採購法 / 第35講
GPL35-L1-25,Level 1,multiple_choice,依第35講，決標原則包含何者？,最低標、最有利標、複數決標,公開招標、選擇性招標、限制性招標,工程、財物、勞務,統包、共同投標、押標金,A,1,TRUE,第35講決標原則列最低標、最有利標與複數決標。,決標三型,Notion：政府採購法 / 第35講
