id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL26-L1-01,Level 1,multiple_choice,依第26講，本講性質為何？,採購法總複習，整理總則、招標、決標、履約、驗收,工程倫理專題,鋼筋試驗專題,政府採購外之民法總則,A,1,TRUE,第26講為採購法總複習，整理總則、招標、決標、履約、驗收，建立從招標到驗收的完整程序法律鏈結。,講次主軸,Notion：政府採購法 / 第26講
GPL26-L1-02,Level 1,multiple_choice,依第26講，本講目標是建立何種法律鏈結？,從招標到驗收的完整程序法律鏈結,從出生到繼承的親屬法鏈結,從報稅到退稅的稅法鏈結,從投票到罷免的選舉鏈結,A,1,TRUE,第26講核心概念是採購法全架構綜覽，建立從招標到驗收的完整程序法律鏈結。,全法架構,Notion：政府採購法 / 第26講
GPL26-L1-03,Level 1,multiple_choice,依第26講，政府採購法第6條基本原則為何？,公平、公正、公開、維護公共利益,秘密、偏袒、封閉、維護私人利益,最低價、最快速、最省事、最少文件,自由心證、無須紀錄,A,1,TRUE,第26講列出第6條基本原則為公平、公正、公開、維護公共利益。,基本原則,Notion：政府採購法 / 第26講
GPL26-L1-04,Level 1,multiple_choice,依第26講，採購法基本原則下嚴禁何者？,不當差別待遇與限制競爭,公平競爭,公開招標,維護公共利益,A,1,TRUE,第26講指出第6條基本原則嚴禁不當差別待遇與限制競爭。,限制競爭,Notion：政府採購法 / 第26講
GPL26-L1-05,Level 1,multiple_choice,依第26講，下列何者屬政府採購法適用主體？,政府機關、公立學校、公營事業、受補助法人團體、BOT案件,純私人家庭購物,個人二手交易,私人聚餐點餐,A,1,TRUE,第26講列出適用主體包含政府機關、公立學校、公營事業、受補助法人團體（§4）與BOT案件。,適用主體,Notion：政府採購法 / 第26講
GPL26-L1-06,Level 1,multiple_choice,依第26講，政府採購類別包含何者？,工程、財物、勞務,刑罰、保安處分、行政罰,婚姻、收養、繼承,選舉、罷免、創制,A,1,TRUE,第26講列出採購類別為工程、財物、勞務。,採購類別,Notion：政府採購法 / 第26講
GPL26-L1-07,Level 1,multiple_choice,依第26講，工程採購例如何者？,新建、改建,動產買賣,顧問服務,研究服務,A,1,TRUE,第26講說明工程採購如新建、改建。,工程採購,Notion：政府採購法 / 第26講
GPL26-L1-08,Level 1,multiple_choice,依第26講，財物採購可包含何者？,動產、不動產,顧問服務,資訊服務,研究服務,A,1,TRUE,第26講說明財物採購包含動產、不動產。,財物採購,Notion：政府採購法 / 第26講
GPL26-L1-09,Level 1,multiple_choice,依第26講，勞務採購例如何者？,顧問、資訊、研究,鋼筋、門窗、設備,土地、建物,新建、改建工程,A,1,TRUE,第26講說明勞務採購如顧問、資訊、研究。,勞務採購,Notion：政府採購法 / 第26講
GPL26-L1-10,Level 1,multiple_choice,依第26講，金額分級包含下列何者？,巨額、查核金額、公告金額、小額採購,只分大型與小型,只分國內與國外,只分民事與刑事,A,1,TRUE,第26講列出金額分級：巨額、查核金額、公告金額、小額採購。,金額分級,Notion：政府採購法 / 第26講
GPL26-L1-11,Level 1,multiple_choice,依第26講，公告金額為何？,100萬元,10萬元,80%,3年,A,1,TRUE,第26講列出公告金額為100萬元。,公告金額,Notion：政府採購法 / 第26講
GPL26-L1-12,Level 1,multiple_choice,依第26講，小額採購通常為何？,10萬元以下,100萬元以上,巨額以上,底價80%以下,A,1,TRUE,第26講列出小額採購為10萬元以下。,小額採購,Notion：政府採購法 / 第26講
GPL26-L1-13,Level 1,multiple_choice,依第26講，政府採購法第18條招標種類包含何者？,公開招標、選擇性招標、限制性招標,最低標、最有利標、複數決標,異議、申訴、調解,完工、驗收、保固,A,1,TRUE,第26講列出第18條招標種類為公開招標、選擇性招標、限制性招標。,招標種類,Notion：政府採購法 / 第26講
GPL26-L1-14,Level 1,multiple_choice,依第26講，公開招標的定位為何？,原則方式,只限緊急採購,只限專屬技術,資格審查後邀請,A,1,TRUE,第26講指出公開招標為原則方式。,公開招標,Notion：政府採購法 / 第26講
GPL26-L1-15,Level 1,multiple_choice,依第26講，選擇性招標特色為何？,資格審查後邀請,任何人直接得標,只適用無廠商投標,只適用緊急採購,A,1,TRUE,第26講指出選擇性招標為資格審查後邀請。,選擇性招標,Notion：政府採購法 / 第26講
