id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL05-L1-01,Level 1,multiple_choice,依第05講，本講主要聚焦於政府採購法哪些條文範圍？,第1條至第3條,第15條至第25條,第70條至第75條,第101條至第114條,B,1,TRUE,第05講標題與核心脈絡明示，本講聚焦總則第15至17條與招標第18至25條。,核心脈絡,Notion：政府採購法 / 第05講
GPL05-L1-02,Level 1,multiple_choice,依第05講，承辦或兼辦採購人員離職後幾年內，不得為本人或代理廠商就其原服務機關之採購接觸或處理？,1年內,2年內,3年內,5年內,C,1,TRUE,第05講整理§15規定，承辦或兼辦採購人員離職後3年內，受離職後接觸或處理限制。,利益衝突,Notion：政府採購法 / 第05講
GPL05-L1-03,Level 1,multiple_choice,依第05講，採購事務涉及本人、配偶或三親等內親屬時，採購人員應如何處理？,主動迴避,優先決標給親屬,不需揭露,改採最低標即可不迴避,A,1,TRUE,第05講整理§15，涉及本人、配偶或三親等內親屬之採購事務，應主動迴避。,利益迴避,Notion：政府採購法 / 第05講
GPL05-L1-04,Level 1,multiple_choice,依第05講，為落實利益衝突管控，開標或評選前較適當的作法為何？,由主持人宣示並請與會人員揭露利害關係,禁止任何人揭露利害關係,只讓廠商自行決定是否揭露,開標後才私下處理即可,A,1,TRUE,第05講實務要點提醒，機關應建立利益衝突申報與迴避流程，開標或評選前由主持人宣示並請與會人員揭露利害關係。,利益衝突內控,Notion：政府採購法 / 第05講
GPL05-L1-05,Level 1,multiple_choice,依第05講，對採購案件的請託關說，原則上應如何處理？,以書面、文字或錄音等方式作成紀錄並留存備查,只要口頭答應即可，不留紀錄,一律刪除所有聯絡紀錄,只記錄有利於廠商的部分,A,1,TRUE,第05講整理§16，對採購案件的請託關說，需以書面、文字或錄音等方式作成紀錄，留存備查。,請託關說,Notion：政府採購法 / 第05講
GPL05-L1-06,Level 1,multiple_choice,依第05講，下列何者屬於請託關說需要記錄的時點？,招標前、招標後、契約履行或驗收期間與驗收後,只有決標當天,只有驗收後一年,只有廠商得標後的慶功宴,A,1,TRUE,第05講列明請託關說涵蓋招標前、招標後、契約履行或驗收期間與驗收後，均須記錄。,請託關說時點,Notion：政府採購法 / 第05講
GPL05-L1-07,Level 1,multiple_choice,依第05講，下列何者最可能屬於招標前請託關說需記錄的內容？,要求調整招標需求、指定品牌或指定廠商,詢問天氣狀況,詢問附近餐廳,討論私人旅遊行程,A,1,TRUE,第05講舉例，招標前要求調整招標需求、指定品牌、專利或指定廠商等，均屬應記錄事項。,請託關說內容,Notion：政府採購法 / 第05講
GPL05-L1-08,Level 1,multiple_choice,依第05講，外國廠商參與政府採購時，應依何者辦理？,我國參與之條約與協定，例如WTO GPA,廠商母國自行決定即可,完全不受我國採購制度影響,只依承辦人私人意見辦理,A,1,TRUE,第05講整理§17，外國廠商參與政府採購，應依我國所參與之條約與協定辦理，如WTO政府採購協定GPA。,外國廠商,Notion：政府採購法 / 第05講
GPL05-L1-09,Level 1,multiple_choice,依第05講，軍購等涉及國安或機密的特殊類型，如欲另依法定例外處理，應注意何者？,須有充分法律依據與書面理由,只要口頭說明即可,一律不得作任何例外,可由廠商自行宣布例外,A,1,TRUE,第05講提醒，軍購等特殊類型如涉及國安或機密，得另依法定例外處理，但須有充分法律依據與書面理由。,國際協定例外,Notion：政府採購法 / 第05講
GPL05-L1-10,Level 1,multiple_choice,依第05講，§18所列三種招標方式為何？,公開招標、選擇性招標、限制性招標,最低標、最有利標、複數決標,總則、罰則、附則,付款、驗收、保固,A,1,TRUE,第05講整理§18三種招標方式為公開招標、選擇性招標與限制性招標。,招標方式,Notion：政府採購法 / 第05講
GPL05-L1-11,Level 1,multiple_choice,依第05講，公開招標的基本特徵為何？,以公告方式邀請不特定廠商投標,不公告且只找一家廠商議價,只限合格名單廠商投標且不公告資格審查,完全不需任何採購文件,A,1,TRUE,第05講整理公開招標為公告方式，邀請不特定廠商投標，重視公平公開。,公開招標,Notion：政府採購法 / 第05講
