id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL21B-L1-01,Level 1,multiple_choice,某同學把第21講全部時間都花在背台灣鐵路與公路歷史，忽略第70條。依第21講，主要問題為何？,歷史是背景，真正規範核心是第70條三級品管與查核小組作業辦法,歷史背景才是唯一法規核心,第70條完全不用讀,查核小組只屬歷史背景,A,1,TRUE,第21講明確說明前半歷史為背景知識，後半第70條品質管理制度與工程施工查核小組作業辦法才是較適合出題的規範內容。,本講考點取捨,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-02,Level 1,multiple_choice,工程發生重大災害與弊案後，機關卻認為採購制度不需修正。依第21講，較正確理解為何？,921、88風災與重大弊案促使制度透過異議、申訴、仲裁等機制強化,重大災害與採購制度完全無關,弊案只會使制度廢止,災害後工程品質可不查核,A,1,TRUE,第21講指出921地震、88風災與重大弊案促使政府採購制度持續修正與強化。,制度強化背景,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-03,Level 1,multiple_choice,某題問台灣第一次空間革命，第21講中應抓哪個關鍵？,民國50至75年交通建設轉以公路為主，中山高與橫貫公路完成,2007年高鐵通車,全民督工制度建立,採購法第101條公告,A,1,TRUE,第21講將民國50至75年公路建設發展、中山高速公路與橫貫公路完成，稱為第一次空間革命。,第一次空間革命,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-04,Level 1,multiple_choice,某題問西部走廊一日生活圈，第21講中較接近何者？,國道3號全線通車並配合西部濱海快速公路,劉銘傳鐵路基隆到新竹,桃園大圳興建,第70條品管三級制,A,1,TRUE,第21講指出1991至2007年國道3號全線通車，配合西部濱海快速公路，形成第二次空間革命與一日生活圈。,第二次空間革命,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-05,Level 1,multiple_choice,某水利工程只追求硬體防洪，完全不考慮流域、生態與環境。依第21講，較欠缺何種現代觀念？,流域整體規劃、綜合治水與生態工法,只蓋更多道路,只看最低標,只做不良廠商公告,A,1,TRUE,第21講指出1991至2007年後水利建設重視流域整體規劃、綜合治水，並導入生態工法。,水利演進,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-06,Level 1,multiple_choice,公共建築完全不考慮節能減碳與低環境衝擊。依第21講，較違反何種背景趨勢？,綠建築方案與智慧型居住空間所強調的節能減碳、低環境衝擊,不良廠商禁入,工程施工查核成績分級,第102條申訴期限,A,1,TRUE,第21講提到2000至2001年推動綠建築方案並結合智慧型居住空間，強調節能減碳與低環境衝擊。,綠建築精神,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-07,Level 1,multiple_choice,某人說鋼構造因造型彈性高，所以完全不需要品質管理。依第21講，何者正確？,鋼構有節能減碳與造型優點，但仍須品質管理,鋼構工程不得查核,鋼構一律免監造,鋼構只看外觀不看結構,A,1,TRUE,第21講說明鋼構優點包含節能減碳、造型可塑性與景觀美化，但本講核心仍導向品質管理制度。,鋼構誤解,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-08,Level 1,multiple_choice,某機關認為品質是完工驗收時檢查出來即可。依第21講，較正確觀念為何？,品質應從檢查、製造、設計進化到管理出來，內化為管理習慣,品質只能靠完工後檢查,品質與設計無關,品質與管理無關,A,1,TRUE,第21講指出品質管理觀念演進為檢查出來、製造出來、設計出來、管理出來，目標是內化為管理習慣。,品質只靠驗收,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-09,Level 1,multiple_choice,工程計畫寫了PDCA，但只做Plan與Do，沒有Check與Action。依第21講，主要問題為何？,PDCA須包含計劃、實施、查核、改善行動的完整循環,PDCA只需要計劃即可,Check與Action可省略,PDCA只適用會計,A,1,TRUE,第21講PDCA為Plan計劃、Do實施、Check查核、Action改善行動，須透過循環落實品質管理。,PDCA口號化,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-10,Level 1,multiple_choice,廠商說只要缺失不要被發現即可，不需持續改善。依第21講，主要錯誤為何？,PDCA是為落實零缺點管理與持續改善，不是遮掩缺失,零缺點就是不查核,品質管理只需遮掩文件,缺失越少記錄越好,A,1,TRUE,第21講指出PDCA循環可落實零缺點管理要求，應用於工程採購與品質採購。,零缺點管理,Notion：政府採購法 / 第21講 / 再一次
GPL21B-L1-11,Level 1,multiple_choice,承包商主張品質管理全由監造負責，自己只施工不自檢。依第21講，主要錯誤為何？,第一級品管就是施工廠商自主管理與自主檢查,第一級是主管機關抽查,承包商完全不用自檢,自主管理只適用文具採購,A,1,TRUE,第21講三級品管第一級為施工廠商自主管理，建立施工品質管理系統。,第一級品管混淆,Notion：政府採購法 / 第21講 / 再一次
