id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL14B-L1-01,Level 1,multiple_choice,某工程案只把品質管理寫成『廠商自行注意』，沒有契約化品質、環保與施工安全責任。依第14講，主要問題為何？,第70條精神是把品質管理與查核具體落實為工程採購的契約義務,品質管理只需口頭提醒,工程採購不需要查核,只要價格最低即可免品質管理,A,1,TRUE,第14講聚焦政府採購法第70條，強調工程採購之品質管理與查核，需透過計畫、查核、紀錄與改善落實。,第70條適用,Notion：政府採購法 / 第14講 / 再一次
GPL14B-L1-02,Level 1,multiple_choice,某工程已開工，但監造計畫與職業安全衛生計畫尚未完成。依第14講，主要缺失為何？,開工前四大計畫應齊備且具可執行性,四大計畫可等完工後補,只有施工計畫重要，其他不用,職安計畫只適用勞務採購,A,1,TRUE,第14講列出開工前四大計畫：監造計畫、施工計畫、品質計畫、職業安全衛生計畫，均須完成並依計畫執行與查核。,四大計畫,Notion：政府採購法 / 第14講 / 再一次
GPL14B-L1-03,Level 1,multiple_choice,某機關認為只要承包商有自主管理，監造與機關就不用查驗。依第14講，主要錯誤為何？,三級品管中二級品質保證仍由設計/監造與機關負責,三級品管只有承包商一級,監造不得參與品質管理,主管機關不得查核,A,1,TRUE,第14講三級品管中，一級是承包商施工品質管制，二級是設計/監造與機關品質保證，三級是主管機關或工程會/市府查核。,三級品管權責,Notion：政府採購法 / 第14講 / 再一次
GPL14B-L1-04,Level 1,multiple_choice,承包商未建立材料進出場控管、自主檢查表與停等點管理。依第14講，這主要是缺少哪一級品管？,一級承包商施工品質管制,二級主管機關查核,三級法院審查,四級居民投票,A,1,TRUE,第14講指出一級承包商應建置施工品質管制系統、材料進出場控管、自主檢查表、停等點管理、文件化與追蹤。,一級品管,Notion：政府採購法 / 第14講 / 再一次
GPL14B-L1-05,Level 1,multiple_choice,某重大公共工程完全沒有市府查核小組或外聘委員進場查核。依第14講，缺少何種機制？,三級主管機關或工程會/市府查核,一級承包商自主管理,材料送審,居民說明會,A,1,TRUE,第14講第70條落實要點中，三級為市府/工程會查核，由市府查核小組與外聘委員實施查核，內外部機制併行。,三級查核,Notion：政府採購法 / 第14講 / 再一次
GPL14B-L1-06,Level 1,multiple_choice,外部品質查核指出缺失後，承包商只口頭說會改善，沒有編號、期限與復查。依第14講，較正確作法為何？,缺失應編號、期限、責任到人、復查驗證、列管結案,缺失只要口頭答應即可,查核缺失不得列管,缺失可等工程結案後再處理,A,1,TRUE,第14講缺失管理要求編號、期限、責任到人、復查驗證、列管結案，並配合PDCA持續改善。,缺失列管,Notion：政府採購法 / 第14講 / 再一次
GPL14B-L1-07,Level 1,multiple_choice,某工程品質查核只有現場口頭討論，沒有照片、試驗報告或會議紀錄。依第14講，主要問題為何？,品質查核應全程留痕，包含文件、照片與試驗報告,品質查核不得留紀錄,只有完工照片即可,試驗報告一定不重要,A,1,TRUE,第14講查核精神包含內外部機制併行、評分與缺失改善、PDCA循環、全程留痕，包括文件、照片、試驗報告。,全程留痕,Notion：政府採購法 / 第14講 / 再一次
GPL14B-L1-08,Level 1,multiple_choice,某工程為景觀照明優化而追加預算與延長工期，但未提出理由、經費/工期評估與核定文件。依第14講，主要缺失為何？,設計變更應依法程序，提出理由、經費/工期評估、核定文件與追蹤,設計變更完全不需文件,景觀照明不得變更,工期延長只需廠商同意,A,1,TRUE,第14講新鮮人清單提醒，設計變更依法程序，須提出理由、經費/工期評估、核定文件與追蹤。,變更設計,Notion：政府採購法 / 第14講 / 再一次
GPL14B-L1-09,Level 1,multiple_choice,某工程不審查進度與品質，只按廠商請款全額支付。依第14講，較正確方向為何？,付款應與進度連動，經承包提報、監造審查、機關核付,開工前一次全額付款,付款不用看品質,付款比例由廠商自由決定,A,1,TRUE,第14講案例付款節點依進度分期請領，承包提報、監造審查、機關核付，並強調付款與進度連動。,付款與進度,Notion：政府採購法 / 第14講 / 再一次
GPL14B-L1-10,Level 1,multiple_choice,鋼構工程未控管鋼板與焊材來源，也無製程紀錄。依第14講，主要缺少何者？,鋼構鋼管製程品管與材料來源控管,社區關懷活動,綠色採購標章,居民視覺化溝通,A,1,TRUE,第14講鋼構鋼管品管包含鋼板/焊材來源控管、尺寸精度與製程紀錄。,鋼構材料來源,Notion：政府採購法 / 第14講 / 再一次
