id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL33B-L1-01,Level 1,multiple_choice,某機關採最低標後，廠商低價搶標，履約品質低落，後續又頻繁要求變更設計。依第33講，最有利標制度主要想避免何者？,最低標導致惡性削價、品質低落或頻繁變更設計,共同投標成員重複投標,押標金不予發還,驗收減價收受,A,1,TRUE,第33講指出最有利標目的在避免最低標導致惡性削價競爭、履約品質低落或事後頻繁變更設計。,低價惡性競爭,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-02,Level 1,multiple_choice,採購案技術、品質、功能、商業條款與價格都很重要，不能只看最低價。依第33講，最有利標核心是什麼？,既定預算下尋求綜合最優解,只找價格最低者,只找權利金最高者,只找最快交貨者,A,1,TRUE,第33講指出最有利標核心是在既定預算下尋求技術、品質、功能、商業條款或價格之綜合最優解。,綜合最優解,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-03,Level 1,multiple_choice,某評選案承辦人主張：既然叫採購，價格最低者當然必然得標。依第33講，何者正確？,價格不再是唯一考量，價格最低者不必然得標,價格最低者必然得標,權利金最高者必然得標,不得考量品質,A,1,TRUE,第33講指出價格不再是唯一考量，權利金最高或價格最低者不必然得標。,價格非唯一,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-04,Level 1,multiple_choice,某BOT類型案件中，承辦人以為權利金最高者一定得標。依第33講，主要錯誤為何？,權利金最高者不必然得標，仍應看綜合最優,權利金最高者一定得標,不得評估技術品質,權利金越高越不用評選,A,1,TRUE,第33講指出權利金最高或價格最低者不必然得標。,權利金迷思,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-05,Level 1,multiple_choice,某採購為標準化辦公用品，規格明確、廠商供應差異小。依第33講，較接近何種決標？,最低標,最有利標,準用最有利標,參考最有利標,A,1,TRUE,第33講比較表指出最低標適用於規格明確、同質性高。,最低標情境,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-06,Level 1,multiple_choice,最低標案中，標的規格明確且同質性高。依第33講，審查重點主要為何？,底價內最低價格,技術品質價格綜合評選,評分後再開價最低者,異質性簽報,A,1,TRUE,第33講比較表指出最低標審查重點為價格，即底價內最低者。,最低標重點,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-07,Level 1,multiple_choice,某採購標的有技術差異，但機關預算有限，希望先評分確認基本品質，再由合格廠商比價格。依第33講，較接近何者？,異質最低標,普通最低標,共同投標,不良廠商公告,A,1,TRUE,第33講比較表指出異質最低標適用於異質性高但預算有限。,異質最低標情境,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-08,Level 1,multiple_choice,異質最低標不是直接看價格，而是先評分再開價。依第33講，其結果如何決定？,評分後開價，最低者得標,評分最高者必然得標,完全不看價格,由廠商抽籤,A,1,TRUE,第33講比較表指出異質最低標為評分後開價，最低者得標。,異質最低標程序,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-09,Level 1,multiple_choice,某委外系統建置案，技術架構、資安能力、維運品質差異大，且機關強調品質。依第33講，較適合何者？,最有利標,最低標,押標金沒收,減價收受,A,1,TRUE,第33講比較表指出最有利標適用於異質性高、強調品質。,最有利標情境,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-10,Level 1,multiple_choice,最有利標案中，審查不應只看價格。依第33講，審查重點為何？,技術、品質、價格之綜合評選,底價內最低者,廠商所在地,文件頁數最多者,A,1,TRUE,第33講比較表指出最有利標審查重點為綜合評選，包含技術、品質、價格。,最有利標審查重點,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-11,Level 1,multiple_choice,第33講比較決標原則時，主要比較哪三種？,最低標、異質最低標、最有利標,公開招標、選擇性招標、限制性招標,工程、財物、勞務,押標金、履約保證金、保固保證金,A,1,TRUE,第33講決標原則比較表包含最低標、異質最低標、最有利標。,三分法比較,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-12,Level 1,multiple_choice,某公告金額以上採購要正式採最有利標。依第33講，屬於何種類型？,適用最有利標,準用最有利標,參考最有利標,最低標,A,1,TRUE,第33講指出適用最有利標為§56，公告金額以上，須報上級核准。,§56適用,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-13,Level 1,multiple_choice,公告金額以上採用§56最有利標，承辦人說不用報上級核准。依第33講，何者正確？,須報上級核准,免報上級核准,只需廠商同意,只需評選委員同意,A,1,TRUE,第33講指出適用最有利標（§56）公告金額以上，須報上級核准。,§56報核,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-14,Level 1,multiple_choice,三種類型中，哪一種最有利標法律效果最嚴格？,適用最有利標（§56）,準用最有利標（§22 I ⑨-⑪）,參考最有利標（§49）,異質最低標,A,1,TRUE,第33講指出適用最有利標法律效果最嚴格。,法律效果最嚴格,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-15,Level 1,multiple_choice,某專業服務、技術服務或資訊服務採購依§22 I ⑨-⑪辦理評選與議價。依第33講，屬於何者？,準用最有利標,適用最有利標,參考最有利標,普通最低標,A,1,TRUE,第33講指出準用最有利標為§22 I ⑨-⑪，適用於專業、技術、資訊服務或設計競賽。,§22準用,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-16,Level 1,multiple_choice,§22 I ⑨-⑪專業服務採準用最有利標時，依第33講程序效果為何？,免報上級核准，直接進行評選與議價,一定須報上級核准,不得議價,只能最低標決標,A,1,TRUE,第33講指出準用最有利標免報上級核准，直接進行評選與議價。,準用免報核,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-17,Level 1,multiple_choice,某設計競賽要辦理評選，承辦人尋找最有利標類型。依第33講，較可能屬於何者？,準用最有利標,只可最低標,只可參考最有利標,不得評選,A,1,TRUE,第33講指出準用最有利標適用於專業、技術、資訊服務或設計競賽。,設計競賽,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-18,Level 1,multiple_choice,未達公告金額採購，機關取最有利標精神擇優議價。依第33講，屬於何者？,參考最有利標（§49）,適用最有利標（§56）,準用最有利標（§22）,不良廠商處分,A,1,TRUE,第33講指出參考最有利標為§49，未達公告金額，取其精神擇優議價。,§49參考,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-19,Level 1,multiple_choice,三種最有利標類型中，依第33講，程序最簡便者為何？,參考最有利標（§49）,適用最有利標（§56）,準用最有利標（§22 I ⑨-⑪）,異質最低標,A,1,TRUE,第33講指出參考最有利標（§49）程序最簡便。,程序最簡便,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-20,Level 1,multiple_choice,承辦人把未達公告金額案件當成§56正式適用最有利標，卻未區分§49參考精神。依第33講，問題在於？,未區分公告金額以上§56與未達公告金額§49,§49只能用於公告金額以上,§56只能用於未達公告金額,金額門檻完全無關,A,1,TRUE,第33講指出§56適用最有利標為公告金額以上，§49參考最有利標為未達公告金額。,金額門檻錯置,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-21,Level 1,multiple_choice,機關主張標案異質，但理由只寫『廠商名稱不同』。依第33講，異質性應指何者？,不同廠商供應標的在技術、品質、功能、效益等有差異,廠商名稱不同即可,負責人姓名不同即可,公司地址不同即可,A,1,TRUE,第33講指出異質性是不同廠商供應標的在技術、品質、功能、效益等有差異。,異質性定義,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-22,Level 1,multiple_choice,機關採最有利標，卻未具體簽報異質性理由，也未說明為何不宜最低標。依第33講，主要缺失為何？,未具體簽報異質性理由與不宜採最低標事實,未收保固保證金,未辦理減價收受,未刊登不良廠商,A,1,TRUE,第33講指出機關應具體簽報異質性理由，並說明不宜採最低標之事實。,異質性簽報不足,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-23,Level 1,multiple_choice,廠商救濟時主張機關不該採最有利標，法院或審議機關會看機關是否有具體異質性理由。依第33講，這關係到何者？,判斷機關裁量是否逾越,判斷押標金是否必然發還,判斷驗收是否減價收受,判斷契約是否保固,A,1,TRUE,第33講指出異質性理由是法律救濟時判斷機關裁量是否逾越的關鍵。,裁量逾越風險,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-24,Level 1,multiple_choice,某採購規格完全明確、標的同質性高，機關卻未說明理由直接採最有利標。依第33講，最可能被質疑何者？,異質性認定與不宜採最低標理由不足,押標金金額太低,共同投標協議書未認證,廢標公告未刊登,A,1,TRUE,第33講指出最有利標適用於異質性高、強調品質，且機關應具體簽報異質性理由。,同質採購誤用,Notion：政府採購法 / 第33講 / 再一次
GPL33B-L1-25,Level 1,multiple_choice,遇到最有利標作業程序案例題，依第33講最適合的答題骨架為何？,先判斷決標類型，再區分§56/§22/§49，最後檢查異質性理由與程序效果,只看哪家最便宜,只背驗收時限,只寫廠商應負責,A,1,TRUE,第33講重點是最有利標目的、決標類型比較、三種類型與異質性認定。,答題骨架,Notion：政府採購法 / 第33講 / 再一次
