id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL17B-L1-01,Level 1,multiple_choice,某廠商認為審標過程違法，想直接跳到仲裁處理。依第17講，招標/審標/決標爭議的基本流程較應為何？,先異議，再申訴，後續再進入調解、仲裁或行政救濟,直接仲裁即可，不必異議,直接刑事告發即可取代申訴,直接驗收付款即可,A,1,TRUE,第17講整理爭議流程為異議、申訴、調解、仲裁、行政救濟；招標、審標、決標爭議通常先循異議與申訴。,爭議處理流程,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-02,Level 1,multiple_choice,某廠商主張招標文件限制競爭。依第17講，這屬於第74條何種爭議範圍？,招標階段爭議,履約保固爭議,驗收付款爭議,人事任用爭議,A,1,TRUE,第17講第74條爭議範圍包含招標、審標、決標三階段。,第74條範圍,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-03,Level 1,multiple_choice,廠商認為招標文件違反條約並損害權益，想提出異議。依第17講，應向何者提出？,招標機關,採購申訴審議委員會,行政法院,得標廠商,A,1,TRUE,第17講第75條指出，廠商認為違反法律、條約並損害權益時，可向招標機關提出異議。,異議對象,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-04,Level 1,multiple_choice,某案公告招標文件後，廠商第12天才想對招標文件提出異議，但公告所給期限只有5天。依第17講，招標文件異議期限原則如何？,公告日起不得少於10天,公告日起不得少於1天,接獲決標通知後40天內,驗收後15天內,A,1,TRUE,第17講指出，對招標文件提出異議，公告日起不得少於10天。,招標文件異議期限,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-05,Level 1,multiple_choice,廠商收到未得標通知後第20天才要對決標結果提出異議。依第17講，主要問題為何？,招標過程或結果應於接獲通知後10天內提出異議,決標結果異議期限為40天,決標結果不得異議,只要一年內都可異議,A,1,TRUE,第17講指出，招標過程或結果應於接獲通知後10天內提出異議。,結果異議期限,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-06,Level 1,multiple_choice,招標機關收到廠商異議後，拖了30天仍未處理。依第17講，機關處理期限為何？,收到異議後15天內處理並回覆,收到異議後40天內處理,收到異議後半年內處理,可完全不處理,A,1,TRUE,第17講指出招標機關收到異議後15天內必須處理並回覆。,機關答覆異議,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-07,Level 1,multiple_choice,廠商異議書只寫『我不服』，未寫事實、理由與證據。依第17講，主要缺失為何？,異議書應記載名稱、地址、負責人、理由、事實、證據,異議書只能口頭提出,異議書不得附證據,異議書只需一句話即可,A,1,TRUE,第17講指出異議書必須記載廠商名稱、地址、負責人、理由、事實、證據。,異議書內容,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-08,Level 1,multiple_choice,廠商不服機關異議處理結果。依第17講，下一步可如何處理？,向採購申訴審議委員會提出申訴,直接要求驗收,直接領取押標金,向分包商申訴,A,1,TRUE,第17講第76條指出，不服異議結果或機關不處理時，可提出申訴，向採購申訴審議委員會提出。,申訴發動,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-09,Level 1,multiple_choice,廠商收到異議結果後第25天才提出申訴。依第17講，主要問題為何？,申訴應於收到異議結果後15天內提出,申訴期限是40天,申訴期限是10天,沒有申訴期限,A,1,TRUE,第17講指出申訴期限為收到異議結果後15天內。,申訴期限,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-10,Level 1,multiple_choice,廠商申訴後，副本送招標機關，機關第25天才答辯。依第17講，機關答辯期限為何？,10天內,15天內,40天內,60天內,A,1,TRUE,第17講申訴程序指出，副本送招標機關後，機關10天內答辯。,機關答辯,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-11,Level 1,multiple_choice,申訴委員會受理後拖延很久未作成審議。依第17講，委員會應於幾天內完成審議？,40天內,10天內,15天內,7天內,A,1,TRUE,第17講指出採購申訴審議委員會40天內完成審議。,審議期限,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-12,Level 1,multiple_choice,申訴委員會認為資料不足，要求機關提出文件並請專家鑑定。依第17講，這是否屬其權限？,是，可要求機關或廠商說明、專家鑑定、提供文件、到場陳述,否，只能看異議書,否，只能聽廠商說明,否，不得要求文件,A,1,TRUE,第17講列出委員會可要求機關說明、廠商說明、專家鑑定、提供文件、到場陳述。,委員會權限,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-13,Level 1,multiple_choice,申訴委員會發現採購案有重大違法疑慮，若繼續決標可能造成難以回復損害。依第17講，可如何處理？,要求暫停採購程序直到審議完成,直接要求付款,直接宣布驗收合格,免除所有程序,A,1,TRUE,第17講指出委員會認為有重大問題時，可要求暫停採購程序直到審議完成。,暫停採購程序,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-14,Level 1,multiple_choice,廠商問申訴審議判斷是否只是行政機關內部意見。依第17講，第83條效力為何？,等同訴願決定,只是口頭建議,等同驗收紀錄,等同採購公告,A,1,TRUE,第17講指出第83條審議判斷效力等同訴願決定，法律效果強。,審議效力,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-15,Level 1,multiple_choice,機關收到異議後，發現招標文件確有違法限制競爭。依第17講第84條，機關可如何處理？,自行撤銷、變更或暫停程序,只能等法院判決,一定不能更正,直接刪除異議書,A,1,TRUE,第17講第84條指出機關收到異議或申訴後，若認為有理由，可自行撤銷、變更、暫停程序。,機關自我更正,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-16,Level 1,multiple_choice,履約期間雙方對追加減帳與工期展延無法達成協議。依第17講，較可申請何種程序？,調解或仲裁,異議招標文件,評選委員會排序,綠色採購,A,1,TRUE,第17講第85條指出履約期間雙方無法達成協議時，可申請調解或仲裁。,履約爭議,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-17,Level 1,multiple_choice,履約爭議中廠商申請調解，機關表示不想調解而拒絕。依第17講，何者正確？,廠商申請調解時，機關不得拒絕,機關永遠可拒絕,調解只適用刑事案件,調解成立後仍必然仲裁,A,1,TRUE,第17講調解重點指出，廠商申請調解時機關不得拒絕；調解成立案件結束，不成立可進入仲裁。,調解效力流程,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-18,Level 1,multiple_choice,某採購申訴審議委員會只有3名委員。依第17講，主要問題為何？,委員會應由7至25人組成,委員會應由1人組成,委員會不得有法律專家,委員會只能由廠商組成,A,1,TRUE,第17講第86條指出採購申訴審議委員會委員7～25人，由法律專家、採購專家、政府代表等組成。,申訴委員會組成,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-19,Level 1,multiple_choice,數家廠商事先約好誰得標，其餘陪標。依第17講，最接近何種犯罪？,第87條圍標罪,第88條綁標罪,第96條綠色採購,第98條弱勢進用,A,1,TRUE,第17講第87條為圍標罪，例子包含串通投標、陪標、借牌投標、妨害競爭。,圍標罪,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-20,Level 1,multiple_choice,A公司借用B公司名義參與投標，以增加投標家數。依第17講，最接近何種問題？,第87條圍標罪相關樣態,第96條綠色採購,第95條採購人員訓練,第85條調解,A,1,TRUE,第17講第87條圍標罪例子包含借牌投標。,借牌投標,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-21,Level 1,multiple_choice,承辦人設計規格時故意寫成只有特定廠商產品能符合。依第17講，最接近何種犯罪？,第88條綁標罪,第87條陪標罪,第96條環保標章,第97條扶助中小企業,A,1,TRUE,第17講第88條綁標罪例子為設計規格時故意指定特定廠商，如只准某品牌或客製規格圖利特定廠商。,綁標罪,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-22,Level 1,multiple_choice,某廠商恐嚇競爭廠商不得投標。依第17講，最接近何條問題？,第90條強暴脅迫投標,第94條評選委員會,第95條採購人員專業化,第96條綠色採購,A,1,TRUE,第17講第90條處理強暴脅迫投標，例如恐嚇競爭廠商不要投標，處1年以上7年以下徒刑。,強暴脅迫投標,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-23,Level 1,multiple_choice,某最有利標評選委員會共12人，其中專家學者只有2人。依第17講，主要問題為何？,專家學者不得少於1/3，12人至少需4人,評選委員會不得有專家,12人時專家只需1人,評選委員會只能5人,A,1,TRUE,第17講第94條指出評選委員會5～17人，專家學者不得少於1/3。,評選委員會,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-24,Level 1,multiple_choice,某機關採購時完全不考慮環保標章、再生材料、可回收材料。依第17講，較違反何種精神？,第96條綠色採購,第87條圍標罪,第88條綁標罪,第83條審議判斷,A,1,TRUE,第17講第96條為綠色採購，優先採購環保標章產品、再生材料、可回收材料，目的為節能減碳與永續發展。,綠色採購,Notion：政府採購法 / 第17講 / 再一次
GPL17B-L1-25,Level 1,multiple_choice,某得標廠商員工超過100人，完全未進用身心障礙者與原住民。依第17講第98條，主要問題為何？,須進用身心障礙者與原住民，比例不得低於1%,須進用比例不得低於50%,第98條只規定綠色採購,員工超過100人反而免進用,A,1,TRUE,第17講第98條指出員工超過100人之得標廠商須進用身心障礙者、原住民，比例不得低於1%。,弱勢進用比例,Notion：政府採購法 / 第17講 / 再一次
