id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL35B-L1-01,Level 1,multiple_choice,某案包含道路新建工程，承辦人誤當成財物採購辦理。依第35講，正確分類為何？,工程採購,財物採購,勞務採購,不良廠商處分,A,1,TRUE,第35講指出工程採購包含新建、改建。,三大標的分類,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-02,Level 1,multiple_choice,某機關採購一批設備並要求廠商訂製交付。依第35講，較接近何種採購？,財物採購,工程採購,勞務採購,限制性招標,A,1,TRUE,第35講指出財物採購包含買受、訂製。,財物採購判斷,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-03,Level 1,multiple_choice,某機關委託廠商提供顧問服務與人力協助。依第35講，較接近何種採購？,勞務採購,工程採購,財物採購,複數決標,A,1,TRUE,第35講指出勞務採購包含委任、僱傭。,勞務採購判斷,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-04,Level 1,multiple_choice,某案同時有設備採購與安裝服務，財物預算占70%，勞務占30%。依第35講，性質認定應如何？,按預算比例最高者認定為財物採購,一律認定為勞務採購,一律認定為工程採購,由廠商自行選擇,A,1,TRUE,第35講指出兼有兩項以上者，按性質所佔預算比例最高者認定其歸屬。,混合採購預算比例,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-05,Level 1,multiple_choice,甲法人受機關委託代辦採購，後來又想自己參加該案投標。依第35講，何者正確？,受託者不得參加該案投標,受託者一定要參加投標,受託者可優先得標,代辦採購不需利益迴避,A,1,TRUE,第35講指出機關可委託法人或團體代辦，但受託者不得參加該案投標，避免利益衝突。,代辦採購利益衝突,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-06,Level 1,multiple_choice,採購承辦人離職後第2年，代理廠商向原機關接洽離職前職務相關採購。依第35講，問題何在？,離職後3年內不得向原機關接洽離職前5年內職務相關事務,離職後1年即可自由接洽,只要不是公務員就無限制,只限制離職前1年事務,A,1,TRUE,第35講指出承辦/兼辦人員離職後3年內，不得向原機關接洽離職前5年內職務相關事務。,旋轉門時間,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-07,Level 1,multiple_choice,採購人員離職後受限制的接洽範圍，依第35講，是離職前幾年內職務相關事務？,5年內,3年內,1年內,10年內,A,1,TRUE,第35講指出離職後3年內，不得接洽離職前5年內職務相關事務。,旋轉門職務範圍,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-08,Level 1,multiple_choice,某案採公開招標，承辦人卻只讓熟識廠商投標。依第35講，公開招標核心為何？,不特定廠商皆可投標,先審資格再邀請,不經公告邀一家議價,只能兩家比價,A,1,TRUE,第35講指出公開招標是不特定廠商皆可投標。,公開招標混淆,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-09,Level 1,multiple_choice,某案先審查資格，再邀請合格廠商投標。依第35講，較接近何種招標？,選擇性招標,公開招標,限制性招標,複數決標,A,1,TRUE,第35講指出選擇性招標是先審查資格，再邀請投標。,選擇性招標流程,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-10,Level 1,multiple_choice,某經常性採購需要先建立合格廠商名單，依第35講，可能適用何種招標？,選擇性招標,限制性招標必然,最低標必然,統包必然,A,1,TRUE,第35講指出選擇性招標適用於經常性採購或需高額開發費用者。,選擇性招標適用踩雷,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-11,Level 1,multiple_choice,某案不經公告，邀請一家廠商議價。依第35講，較接近何種招標？,限制性招標,公開招標,選擇性招標,複數決標,A,1,TRUE,第35講指出限制性招標是不經公告，邀請一家議價或兩家以上比價。,限制性招標核心,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-12,Level 1,multiple_choice,某設備只有原廠具專屬權利且無替代標的。依第35講，限制性招標可能連結何款？,§22第1項第2款,§22第1項第3款,§22第1項第6款,§22第1項第9款,A,1,TRUE,第35講列§22 I ②為專屬權利、獨家供應，無替代標的者。,專屬權利獨家供應,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-13,Level 1,multiple_choice,災害突發導致必須立即採購救災物資，且屬不可預見緊急事故。依第35講，可能連結何款？,§22第1項第3款,§22第1項第2款,§22第1項第6款,§22第1項第9款,A,1,TRUE,第35講列§22 I ③為不可預見之緊急事故。,不可預見緊急事故,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-14,Level 1,multiple_choice,某工程須追加，追加金額未超過原契約金額50%。依第35講，可能連結何款？,§22第1項第6款,§22第1項第2款,§22第1項第3款,§22第1項第9款,A,1,TRUE,第35講列§22 I ⑥為追加工程，且未超過原契約金額50%。,追加工程50%,Notion：政府採購法 / 第35講 / 再一次
GPL35B-L1-15,Level 1,multiple_choice,某追加工程已超過原契約金額50%，承辦人仍想直接套§22 I ⑥。依第35講，主要問題為何？,§22 I ⑥限於追加工程且未超過原契約金額50%,追加工程一定可無上限追加,超過50%反而更可限制性招標,追加工程與金額比例無關,A,1,TRUE,第35講指出§22 I ⑥是追加工程，且未超過原契約金額50%。,追加工程超過50%,Notion：政府採購法 / 第35講 / 再一次
