id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL12-L1-01,Level 1,multiple_choice,依第12講，本講主要聚焦何種採購制度與實務案例？,共同供應契約、議價、開口契約、後續擴充等,刑事羈押原因,民事訴訟證據調查,勞工退休金計算,A,1,TRUE,第12講主題聚焦共同供應契約的運作與限制，以及議價、開口契約、後續擴充等實務案例。,講次主軸,Notion：政府採購法 / 第12講
GPL12-L1-02,Level 1,multiple_choice,依第12講，共同供應契約（CPC）主要是針對何種需求所設計？,多機關共通需求之財物或勞務,單一私人消費者之日常購物,刑事案件證物保管,員工私人旅遊,A,1,TRUE,第12講說明共同供應契約針對多機關共通需求之財物或勞務，由訂約機關與廠商簽共同契約，其他機關得利用。,共同供應契約定義,Notion：政府採購法 / 第12講
GPL12-L1-03,Level 1,multiple_choice,依第12講，機關得委託其他機關代辦採購之法源方向為何？,採購法第40條,採購法第14條,採購法第58條,採購法第98條,A,1,TRUE,第12講整理，機關得委託其他機關代辦採購，例如委託臺灣銀行採購部，法源方向為採購法第40條。,代辦採購,Notion：政府採購法 / 第12講
GPL12-L1-04,Level 1,multiple_choice,依第12講，具環保標章之商品原則上應如何處理？,優先採購；不採用需具理由並經核定,一律禁止採購,只能私下購買,不需任何理由即可跳過,A,1,TRUE,第12講指出綠色採購中，具環保標章之商品原則上優先採購；不採用需具理由並經核定。,綠色採購,Notion：政府採購法 / 第12講
GPL12-L1-05,Level 1,multiple_choice,依第12講，採購網功能不包括下列何者？,商品查詢、需求調查、訂單管理、電子支付、歷史訂單與滿意度調查,私人交友配對,共同供應契約商品查詢,請購與訂單管理,B,1,TRUE,第12講整理採購網具有商品查詢、需求調查、請購/訂單管理、電子支付、歷史訂單與滿意度調查等功能。,採購網功能,Notion：政府採購法 / 第12講
GPL12-L1-06,Level 1,multiple_choice,依第12講，共同供應契約通常會載明下列何者？,採購案號、契約起迄、廠牌型號、價目與服務條件,承辦人私人薪資,廠商家庭成員資料,員工旅遊名單,A,1,TRUE,第12講指出共同供應契約會載明採購案號、契約起迄、廠牌型號、價目與服務條件，供查核與比較。,共同供應契約內容,Notion：政府採購法 / 第12講
GPL12-L1-07,Level 1,multiple_choice,依第12講，10萬元以上共同供應契約交貨地點應先注意何者？,先行測試，必要時通知使用單位或事務單位辦理正式驗收,完全免驗收,先開發票再測試,由廠商自行宣布合格,A,1,TRUE,第12講提示，10萬元以上交貨地點應先行測試，必要時通知使用單位/事務單位正式驗收，合格後始得開立發票。,共同供應驗收,Notion：政府採購法 / 第12講
GPL12-L1-08,Level 1,multiple_choice,依第12講，額外項或附加採購與主項之間應具備何種關係？,須與主項有直接關聯,可與主項完全無關,只能是私人禮品,不得有任何金額限制,A,1,TRUE,第12講指出額外項或附加採購是主項採購附帶增購之項目，須與主項有直接關聯。,額外項,Notion：政府採購法 / 第12講
GPL12-L1-09,Level 1,multiple_choice,依第12講，附加採購金額之限制，講次以何者為例？,不逾主項金額之十分之一，且不得逾公告金額,可超過主項十倍,完全不受限制,一定要高於主項金額,A,1,TRUE,第12講重點指出，附加採購金額不得超過主項金額一定比例，講次以不逾主項金額十分之一為例，且不得逾公告金額。,額外項金額,Notion：政府採購法 / 第12講
GPL12-L1-10,Level 1,multiple_choice,依第12講，即使屬附加採購，是否可免除招標、比價或議價等程序？,不得當然免除，仍依未達公告金額採購辦法等辦理,一律完全免程序,只要主項已採購就不需留證,由廠商自行決定程序,A,1,TRUE,第12講指出即使是附加採購，招標、比價或議價等程序不得免除，仍依未達公告金額採購辦法辦理。,額外項程序,Notion：政府採購法 / 第12講
GPL12-L1-11,Level 1,multiple_choice,依第12講，何種情形可能構成不用共同供應契約的理由？,共同供應契約項目不符需求、網站查無或契約到期新約未生效,承辦人單純不想用,廠商請客比較方便,共同契約價格透明所以避免使用,A,1,TRUE,第12講整理，項目不符需求、網站查無、既有契約到期且新約未生效等，可能構成免用共同供應契約之正當理由。,免用共同供應契約,Notion：政府採購法 / 第12講
GPL12-L1-12,Level 1,multiple_choice,依第12講，不採用共同供應契約自行採購時，應如何留證？,填具不採用共同供應契約自行採購申請書，載明具體理由、程序與法源，經核定後辦理,完全不需書面,只需口頭告知廠商,只要事後補發票即可,A,1,TRUE,第12講指出不採用共同供應契約時，應填申請書，載明品名、數量、型號、規格不符理由、擬採程序與法源，經權責核定。,免用申請,Notion：政府採購法 / 第12講
