id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL24B-L1-01,Level 1,multiple_choice,某同學把第24講只當成機關監督課程，忘了本講是從廠商端談品質管理。依第24講，主要錯誤為何？,第24講重點是從承包商或廠商角度看政府採購品質制度,第24講只談法院審判,第24講只談採購申訴,第24講只談共同供應契約,A,1,TRUE,第24講核心是從承包商角度看政府採購品質制度，也就是採購廠商品質管理與履約品質控制。,廠商角度,Notion：政府採購法 / 第24講 / 再一次
GPL24B-L1-02,Level 1,multiple_choice,廠商認為第70條只約束機關，自己不用建立任何品質管理流程。依第24講，主要錯誤為何？,第70條工程品質管理須落實到廠商履約與施工品質控制,第70條只管異議申訴,第70條只管押標金,第70條讓廠商免除品管,A,1,TRUE,第24講雖從廠商角度切入，但仍以採購法第70條工程施工品質管理制度為核心，確保品質、安全與履約成果。,第70條落實,Notion：政府採購法 / 第24講 / 再一次
GPL24B-L1-03,Level 1,multiple_choice,某工程由未具綜合營造、專業營造或土木包工業資格者承攬。依第24講，主要問題為何？,工程廠商須符合相關營造業資格並受營造業法管理,只要價格最低即可承攬,任何個人都可承攬公共工程,營造業法與公共工程無關,A,1,TRUE,第24講指出政府採購工程廠商須符合綜合營造業、專業營造業、土木包工業等資格，並依營造業法管理。,廠商資格,Notion：政府採購法 / 第24講 / 再一次
GPL24B-L1-04,Level 1,multiple_choice,某工地只有現場工人，沒有主任技師、工地主任、品管與勞安人員。依第24講，主要缺失為何？,廠商工地組織架構不完整,工地只需要工人即可,品管與勞安不得設置,主任技師只在驗收後出現,A,1,TRUE,第24講指出一個工程工地至少包含負責人、主任技師、工地主任、品管人員、勞安人員、現場工程師。,工地組織不足,Notion：政府採購法 / 第24講 / 再一次
GPL24B-L1-05,Level 1,multiple_choice,工程實際進度落後預定進度，廠商未說明天候、變更設計或土方問題等原因。依第24講，主要問題為何？,進度落後時須說明原因並管控預定進度與實際進度差異,進度落後不用說明,只要最後完工即可不用管進度,進度管理只看廠商心情,A,1,TRUE,第24講進度控制重點為預定進度 vs 實際進度；若落後須說明原因，例如天候、變更設計、土方問題、景觀工程延誤。,進度落後未說明,Notion：政府採購法 / 第24講 / 再一次
GPL24B-L1-06,Level 1,multiple_choice,廠商把電梯設備、門窗與防水材料一進場就直接使用，未送審核准。依第24講，主要錯誤為何？,所有材料設備不能直接使用，須送審、核准、進場、使用,只要有進場即可使用,財物設備不用送審,防水材料可免審,A,1,TRUE,第24講材料設備送審制度強調所有材料不能直接使用，必須送審→核准→進場→使用。,材料直接使用,Notion：政府採購法 / 第24講 / 再一次
GPL24B-L1-07,Level 1,multiple_choice,送審文件只寫材料名稱，未記載送審日期、回覆日期、核准日期、文號與備註。依第24講，主要缺失為何？,送審資料管理不完整,送審文件只需材料名稱,文號不得記載,核准日期不重要,A,1,TRUE,第24講指出送審資料應記載項目名稱、送審日期、回覆日期、核准日期、文號、備註。,送審紀錄缺漏,Notion：政府採購法 / 第24講 / 再一次
GPL24B-L1-08,Level 1,multiple_choice,鋼筋、混凝土、模板、防水等工項未提施工計畫送審，即直接施工。依第24講，主要問題為何？,施工計畫也須送審，不能只送審材料,施工計畫完全不用送審,只有景觀工程須送審,模板工程不得送審,A,1,TRUE,第24講指出材料要送審，施工計畫也要送審，例如鋼筋、混凝土、模板、防水、景觀、電梯工程。,施工計畫未送審,Notion：政府採購法 / 第24講 / 再一次
GPL24B-L1-09,Level 1,multiple_choice,某工程案包含電梯設備、門窗與植栽維護，承辦人仍認為只有純工程採購。依第24講，較正確為何？,工程採購常是混合採購，可能同時包含工程、財物與勞務,工程案絕不包含財物,電梯不屬財物,植栽維護不可能屬勞務,A,1,TRUE,第24講強調工程採購常同時包含工程、財物與勞務；電梯、門窗、設備屬財物，景觀植栽、維護工作可屬勞務。,混合採購漏判,Notion：政府採購法 / 第24講 / 再一次
GPL24B-L1-10,Level 1,multiple_choice,廠商材料尚未送審審查，也未TAF試驗，就先使用，完工後才補文件。依第24講，主要錯誤為何？,材料設備品質流程順序錯誤，應先送審、審查、進場、自主檢查、取樣送驗、TAF試驗再合格使用,完工後補文件即可,不合格也能先用,TAF試驗只需驗收後做,A,1,TRUE,第24講材料設備品質流程為送審→審查→進場→自主檢查→取樣送驗→TAF試驗→合格使用→不合格退料。,品質流程倒置,Notion：政府採購法 / 第24講 / 再一次
