id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL09B-L1-01,Level 1,multiple_choice,某廠商對招標文件規格有疑義，但未在文件規定期限內提出，等決標後才主張規格不明。依第09講，主要問題為何？,示疑應在文件規定期限內以書面提出，逾期可能影響其權利主張,廠商只能用電話示疑，不得書面,招標文件疑義只能驗收後提出,決標後第一次示疑一定使廠商直接得標,A,1,TRUE,第09講§41強調供應商應在文件規定期限內以書面示疑，並保留書面軌跡。,示疑逾期,Notion：政府採購法 / 第09講 / 再一次
GPL09B-L1-02,Level 1,multiple_choice,機關修改招標文件的重要規格後，只私下通知一家廠商，且未評估延長等標期。依第09講，何者最正確？,重要變更應書面通知並必要時公告、延長等標期,只通知一家廠商即可維持公平,招標文件不得任何變更,變更後只能直接廢標,A,1,TRUE,第09講§41指出機關變更或補充招標文件，應書面通知並視需要延長等標期，必要時公告。,文件變更,Notion：政府採購法 / 第09講 / 再一次
GPL09B-L1-03,Level 1,multiple_choice,某案等標期為12日，機關只給1日示疑期間。依第09講細則整理，最低示疑期間較合理應為何者？,至少等標期1/4，12日的1/4為3日,固定只能1日,必須等標期全程12日,示疑期間不得設定,A,1,TRUE,第09講整理可請求示疑期間至少為等標期1/4，不足1日以1日計。12日的1/4為3日。,示疑期間,Notion：政府採購法 / 第09講 / 再一次
GPL09B-L1-04,Level 1,multiple_choice,某分段開標案，承辦人於資格標階段誤拆價格標封。依第09講，主要風險為何？,違反分段開標文件密封與錯段不得開啟之公平要求,價格標越早拆越公平,分段開標必須一次全部拆封,資格標不能先開,A,1,TRUE,第09講§42提醒未開啟之段文件保持密封，流程與標示要明確，避免錯段開啟。,分段開標,Notion：政府採購法 / 第09講 / 再一次
GPL09B-L1-05,Level 1,multiple_choice,某案採資格、規格、價格分段開標。廠商資格未通過，卻要求進入價格標。依第09講，何者正確？,未通過前段不得進入後段,未通過資格仍一定可開價格標,分段開標不得設資格段,價格標應先於資格標開啟,A,1,TRUE,第09講§42整理可採分段開標或分段投標，未通過前段不得進入後段。,分段開標,Notion：政府採購法 / 第09講 / 再一次
GPL09B-L1-06,Level 1,multiple_choice,某評選案將國內貨品比率、技術移轉、投資、外銷協助加分合計設為50%。依第09講，主要問題為何？,該類加分合計不得逾1/3，50%可能超過上限,國內化加分至少必須80%,國內化加分完全不得出現,只要是本國品加分就完全不受限制,A,1,TRUE,第09講§43指出國內貨品比率、技術移轉、投資、外銷協助等可列評選要素，但合計權重或金額比例不得逾1/3。,國內偏好,Notion：政府採購法 / 第09講 / 再一次
GPL09B-L1-07,Level 1,multiple_choice,某GPA適用標案仍直接設定本國廠商優惠，未檢查國際承諾。依第09講，應先做何事？,確認該偏好是否受國際協定限制或可否適用,所有GPA標案都可無限制本國優先,GPA標案不需要任何公告,只要國內廠商同意即可,A,1,TRUE,第09講提醒涉及國際承諾者從其規定，標案若受GPA拘束，應先確認偏好可否適用。,國際協定,Notion：政府採購法 / 第09講 / 再一次
GPL09B-L1-08,Level 1,multiple_choice,某廠商認為開標時不需派代表，結果現場發生減價與程序疑義，無人即時處理。依第09講，實務建議為何？,建議派代表出席，以因應減價與程序疑義,廠商代表不得出席開標,只有承辦人親屬可出席,開標現場不得處理任何程序疑義,A,1,TRUE,第09講§45實務提醒，廠商負責人、代理或授權代表可出席，建議派代表以因應減價與程序疑義。,開標出席,Notion：政府採購法 / 第09講 / 再一次
GPL09B-L1-09,Level 1,multiple_choice,某開標程序只有口頭宣布結果，未記錄廠商名稱、家數、過程要點與結果。依第09講，缺少何者？,完整開標紀錄,國內貨品比率,共同投標協議書,異常低價擔保,A,1,TRUE,第09講§45要求全程留存紀錄，實務上應記錄名稱、家數、過程要點與結果。,開標紀錄,Notion：政府採購法 / 第09講 / 再一次
GPL09B-L1-10,Level 1,multiple_choice,某底價完全由承辦人憑感覺設定，未有市場調查或估算表。依第09講，主要缺失為何？,底價基礎應可稽核，並參酌市場成本與行情,底價只能隨機抽籤,底價不得參考市場行情,底價應由投標廠商自行核定,A,1,TRUE,第09講§46指出底價應依圖說、規範、契約，參酌市場成本與行情訂定，並簽報核定留痕。,底價基礎,Notion：政府採購法 / 第09講 / 再一次
