id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL26B-L1-01,Level 1,multiple_choice,某同學只背第26講的個別數字，卻忘記它是在串起招標到驗收的流程。依第26講，主要問題為何？,第26講重點是建立從招標到驗收的完整程序法律鏈結,第26講只考瀝青壓實度,第26講只考工程倫理,第26講只考親屬法,A,1,TRUE,第26講是採購法總複習，整理總則、招標、決標、履約、驗收，建立從招標到驗收的完整程序法律鏈結。,總複習定位,Notion：政府採購法 / 第26講 / 再一次
GPL26B-L1-02,Level 1,multiple_choice,機關為了照顧熟識廠商，故意設計排除其他廠商的條件。依第26講，主要違反何者？,第6條公平、公正、公開、維護公共利益，並禁止不當差別待遇與限制競爭,第65條禁止轉包,驗收15日證明,旋轉門3年,A,1,TRUE,第26講列出第6條基本原則為公平、公正、公開、維護公共利益，並嚴禁不當差別待遇與限制競爭。,第6條原則,Notion：政府採購法 / 第26講 / 再一次
GPL26B-L1-03,Level 1,multiple_choice,某公立學校採購資訊服務，自認不是行政機關所以不適用採購法。依第26講，何者正確？,公立學校屬採購法適用主體,公立學校一律不適用採購法,只有中央部會適用採購法,資訊服務不可能是採購,A,1,TRUE,第26講列出適用主體包含政府機關、公立學校、公營事業、受補助法人團體與BOT案件。,適用主體,Notion：政府採購法 / 第26講 / 再一次
GPL26B-L1-04,Level 1,multiple_choice,受補助法人團體辦理受補助採購，承辦人完全忽略採購法。依第26講，主要風險為何？,受補助法人團體可能屬採購法適用主體,法人團體永遠不適用採購法,只要不是公務員就無採購問題,補助案件必然純私法,A,1,TRUE,第26講適用主體包含受補助法人團體（§4）。,受補助法人團體,Notion：政府採購法 / 第26講 / 再一次
GPL26B-L1-05,Level 1,multiple_choice,採購電腦設備被承辦人誤認為勞務採購。依第26講，較正確分類為何？,財物採購,工程採購,勞務採購,爭議處理,A,1,TRUE,第26講採購類別中，財物包括動產、不動產；電腦設備通常屬動產財物。,類別混淆,Notion：政府採購法 / 第26講 / 再一次
GPL26B-L1-06,Level 1,multiple_choice,採購系統整合與顧問研究服務，被誤認為財物採購。依第26講，較接近何者？,勞務採購,工程採購,財物採購,不良廠商公告,A,1,TRUE,第26講說明勞務採購如顧問、資訊、研究。,類別混淆,Notion：政府採購法 / 第26講 / 再一次
GPL26B-L1-07,Level 1,multiple_choice,某採購金額100萬元，承辦人把它當10萬元以下小額採購處理。依第26講，主要錯誤為何？,第26講列公告金額為100萬元，小額採購為10萬元以下，兩者不可混淆,100萬元就是小額採購,10萬元是公告金額,金額級距完全無意義,A,1,TRUE,第26講列出公告金額100萬元，小額採購10萬元以下。,公告金額,Notion：政府採購法 / 第26講 / 再一次
GPL26B-L1-08,Level 1,multiple_choice,某採購9萬元，承辦人說一定是公告金額以上。依第26講，何者正確？,10萬元以下屬小額採購範圍,9萬元一定是巨額採購,9萬元一定是查核金額,小額採購是100萬元以上,A,1,TRUE,第26講列出小額採購為10萬元以下。,小額採購,Notion：政府採購法 / 第26講 / 再一次
GPL26B-L1-09,Level 1,multiple_choice,一般競爭充分且無特殊理由的採購，承辦人直接想採限制性招標。依第26講，主要問題為何？,公開招標是原則方式，限制性招標須符合第22條特定條件,限制性招標永遠是原則,公開招標不得使用,承辦人可自由選擇不需理由,A,1,TRUE,第26講指出公開招標為原則方式；限制性招標須符合第22條特定條件。,公開招標原則,Notion：政府採購法 / 第26講 / 再一次
GPL26B-L1-10,Level 1,multiple_choice,某案先做資格審查，再邀請符合資格廠商投標。依第26講，較接近何種招標？,選擇性招標,公開招標,限制性招標,違法分批採購,A,1,TRUE,第26講指出選擇性招標為資格審查後邀請。,選擇性招標,Notion：政府採購法 / 第26講 / 再一次
