id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL18-L1-01,Level 1,multiple_choice,依第18講，本講主題為何？,工程採購之履約管理,財物採購定義,爭議處理與罰則,共同供應契約下單,A,1,TRUE,第18講標題為工程採購之履約管理，重點是從開工前準備到竣工結案。,講次主軸,Notion：政府採購法 / 第18講
GPL18-L1-02,Level 1,multiple_choice,依第18講，工程履約管理主線為何？,開工準備、施工中管制、驗收結算、結案,異議、申訴、調解、仲裁,公告、領標、投標、開標,分包、轉包、停權、罰則,A,1,TRUE,第18講指出履約管理主線為招標決標後，工程從開工準備到施工中管制，再到驗收結算與結案。,履約管理主線,Notion：政府採購法 / 第18講
GPL18-L1-03,Level 1,multiple_choice,依第18講，工程履約管理的法規座標不包括下列何者？,政府採購法、營造業法、建築法、民法、工程會標準施工規範、土石方規範,刑事訴訟法羈押規定,建築法,民法,B,1,TRUE,第18講列出履約管理涉及政府採購法、營造業法及施行細則、建築法、民法、工程會標準施工規範、營建署土石方規範等。,管理座標,Notion：政府採購法 / 第18講
GPL18-L1-04,Level 1,multiple_choice,依第18講，工程履約管理文件不包括下列何者？,施工計畫書、品質計畫、安衛計畫、交通維持計畫、環保計畫、剩餘土石方處理計畫、施工日誌、查驗與驗收文件,承辦人私人旅遊計畫,施工日誌,查驗與驗收文件,B,1,TRUE,第18講文件座標包含施工計畫書、品質計畫、安衛計畫、交通維持計畫、環保執行計畫、剩餘土石方處理計畫、施工日誌、查驗與驗收文件。,履約管理文件,Notion：政府採購法 / 第18講
GPL18-L1-05,Level 1,multiple_choice,依第18講，廠商開工前準備不包括下列何者？,成立工務所、工地現勘、工址調查、臨房調查、提報整體及分項施工計畫,直接跳過現勘開挖,成立工務所,工地現勘,B,1,TRUE,第18講開工前準備包含成立工務所或工地辦公室、工地現勘、工址實地調查、臨房調查及施工計畫報核。,開工前準備,Notion：政府採購法 / 第18講
GPL18-L1-06,Level 1,multiple_choice,依第18講，施工所需臨時用地如工寮、臨辦，原則上由誰自理？,廠商,法院,未得標廠商,居民自行提供,A,1,TRUE,第18講指出使用基地由機關指定與提供，施工所需臨時用地如工寮、臨辦由廠商自理。,用地責任,Notion：政府採購法 / 第18講
GPL18-L1-07,Level 1,multiple_choice,依第18講，為避免工程延宕，廠商應及早與何者協調用地、管線、許可證照等？,機關、使用單位、設計單位,只與競爭廠商協調,只與媒體協調,只與法院協調,A,1,TRUE,第18講提醒應及早與機關、使用單位、設計單位協調用地取得、障礙排除、管線協調與許可證照。,前期協調,Notion：政府採購法 / 第18講
GPL18-L1-08,Level 1,multiple_choice,依第18講，工地主任資格重點不包括下列何者？,具中央主管機關核發工地主任證照、近年回訓證明、加入全國工地主任公會,只要廠商口頭指定即可,工地主任證照,回訓證明,B,1,TRUE,第18講指出工地主任應具中央主管機關核發證照、近年回訓證明，並加入全國工地主任公會。,工地主任資格,Notion：政府採購法 / 第18講
GPL18-L1-09,Level 1,multiple_choice,依第18講，工地主任義務不包括下列何者？,按日填寫施工日誌、施工期間住於工地、查驗/驗收時在場說明並出示證件,完全不需到場,按日填寫施工日誌,查驗/驗收時在場說明,B,1,TRUE,第18講指出工地主任義務包含按日填寫施工日誌、施工期間住於工地、查驗/驗收時在場說明並出示證件。,工地主任義務,Notion：政府採購法 / 第18講
GPL18-L1-10,Level 1,multiple_choice,依第18講，工地主任原則上應如何配置？,原則上專任並常駐工地，不得同時兼任兩工地,可任意兼任多個工地,只需遠端掛名,完全不用工地主任,A,1,TRUE,第18講指出工地主任原則上專任並常駐工地，不得同時兼任兩工地。,工地主任專任,Notion：政府採購法 / 第18講
GPL18-L1-11,Level 1,multiple_choice,依第18講施行細則第18條舉例，下列何者屬工地主任應派情形？,工程金額5000萬元以上,工程金額1萬元以上即一律需派,室內文具採購,清潔勞務小額採購,A,1,TRUE,第18講列舉工地主任應派情形包含工程金額≥5000萬、建築高度≥36m、開挖深度≥10m、大跨距等。,工地主任應派情形,Notion：政府採購法 / 第18講
GPL18-L1-12,Level 1,multiple_choice,依第18講，下列何者也屬工地主任應派情形舉例？,建築高度36m以上或開挖深度10m以上,建築高度3m以上即必然,開挖深度10cm以上,只要有油漆工程,A,1,TRUE,第18講施行細則第18條舉例包含建築高度≥36m、開挖深度≥10m。,高建築或深開挖,Notion：政府採購法 / 第18講
GPL18-L1-13,Level 1,multiple_choice,依第18講，專任工程人員主要職責為何？,審查施工計畫、督導按圖施工、處理技術問題、查驗/驗收到場說明與簽名,負責廠商廣告行銷,負責員工旅遊,負責投標廠商抽籤,A,1,TRUE,第18講指出專任工程人員負責審查施工計畫、督導按圖施工、處理技術問題，並於查驗/驗收到場說明與簽名。,專任工程人員,Notion：政府採購法 / 第18講
GPL18-L1-14,Level 1,multiple_choice,依第18講，若工地負責人、品管或安衛人員不適任，機關可如何處理？,要求更換，廠商不得拒絕,完全不得更換,只能口頭抱怨,必須等工程完工後才能處理,A,1,TRUE,第18講指出工程師或機關可列舉事實通知更換工地負責人、品管或安衛人員，廠商不得拒絕。,不適任更換,Notion：政府採購法 / 第18講
GPL18-L1-15,Level 1,multiple_choice,依第18講，工址/地質調查內容不包括下列何者？,地形地貌、道路範圍、地下管線水文、氣候、交通、水電來源、地上障礙物,廠商老闆星座,地下管線水文,地上障礙物,B,1,TRUE,第18講工址調查包括地形地貌、計畫道路範圍、地下管線水文、氣候、交通、水電來源、地上障礙物等。,工址調查,Notion：政府採購法 / 第18講
GPL18-L1-16,Level 1,multiple_choice,依第18講，臨房調查與防護的核心意旨為何？,避免造成鄰地地基塌陷或危害，施工中動態監測並保存紀錄,只為拍照宣傳,完全不用調查,只看承包商方便,A,1,TRUE,第18講以民法意旨說明不得致鄰地地基塌陷或危害，並強調施工中動態監測與紀錄保存。,臨房調查,Notion：政府採購法 / 第18講
GPL18-L1-17,Level 1,multiple_choice,依第18講，講者引用建築法指出開挖超過多少深度須採防護措施？,1.5m,10cm,36m,25m,A,1,TRUE,第18講引用建築法指出，開挖>1.5m須採防護措施，並於建照/雜照檢附防護圖說與說明。,開挖防護,Notion：政府採購法 / 第18講
GPL18-L1-18,Level 1,multiple_choice,依第18講講者口述慣例，初步/整體施工計畫通常於開工後幾日內提報？,7日內,3日內,40日內,15日內,A,1,TRUE,第18講施工計畫時程指出，初步/整體施工計畫開工後7日內提報，經機關工程師核准後執行。,整體施工計畫時程,Notion：政府採購法 / 第18講
