id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL14-L1-01,Level 1,multiple_choice,依第14講，本講主要聚焦政府採購法哪一條？,第70條品質管理查核,第14條分批採購,第52條決標方式,第98條社會義務,A,1,TRUE,第14講標題即為第70條「品質管理查核」濃縮筆記，聚焦工程採購之品質管理與查核。,講次主軸,Notion：政府採購法 / 第14講
GPL14-L1-02,Level 1,multiple_choice,依第14講，本講所用的工程案例為何？,2018臺中世界花博后里天空步道與花馬道新建工程,高鐵南港站工程,桃園機場第三航廈工程,臺北大巨蛋工程,A,1,TRUE,第14講以2018臺中世界花博「后里天空步道與花馬道新建工程」作為第70條實務載體。,案例工程,Notion：政府採購法 / 第14講
GPL14-L1-03,Level 1,multiple_choice,依第14講，政府採購法第70條主要規範何者？,工程採購之品質管理與查核,財物採購的公告金額,勞務採購的議價程序,廠商停權期間,A,1,TRUE,第14講指出法條焦點為政府採購法第70條，規範工程採購之品質管理與查核。,第70條定位,Notion：政府採購法 / 第14講
GPL14-L1-04,Level 1,multiple_choice,依第14講，三級品管架構中的第一級主要為何？,承包商施工品質管制,主管機關查核,法院審查,議會質詢,A,1,TRUE,第14講三級品管架構中，第一級是承包商施工品質管制，包括自主管理、材料管制、試驗與文件化。,三級品管,Notion：政府採購法 / 第14講
GPL14-L1-05,Level 1,multiple_choice,依第14講，三級品管架構中的第二級主要為何？,設計/監造與機關品質保證,承包商自主管理,主管機關或工程會查核,廠商行銷部門宣傳,A,1,TRUE,第14講三級品管第二級為設計、監造與機關品質保證，包括查驗點設計、抽驗、進度與品質協調。,三級品管,Notion：政府採購法 / 第14講
GPL14-L1-06,Level 1,multiple_choice,依第14講，三級品管架構中的第三級主要為何？,主管機關或工程會/市府查核,承包商自行填表,分包商私下驗收,居民自行打分數,A,1,TRUE,第14講三級品管第三級為主管機關或工程會、市府查核，包括內外部查核小組與專家委員進場查核。,三級品管,Notion：政府採購法 / 第14講
GPL14-L1-07,Level 1,multiple_choice,依第14講，開工前四大計畫不包括下列何者？,監造計畫、施工計畫、品質計畫、職業安全衛生計畫,員工旅遊計畫,施工計畫,品質計畫,B,1,TRUE,第14講指出開工前四大計畫為監造計畫、施工計畫、品質計畫、職業安全衛生計畫，均須完成並依計畫執行與查核。,開工前四大計畫,Notion：政府採購法 / 第14講
GPL14-L1-08,Level 1,multiple_choice,依第14講，第70條品質查核精神包含下列何者？,內外部機制併行、評分與缺失改善、PDCA循環、全程留痕,只靠口頭保證,不做文件紀錄,查核後不用改善,A,1,TRUE,第14講整理查核精神為內外部機制併行、評分與缺失改善、PDCA循環、全程留痕，包括文件、照片、試驗報告。,查核精神,Notion：政府採購法 / 第14講
GPL14-L1-09,Level 1,multiple_choice,依第14講案例，后里天空步道與花馬道新建工程之業主/主辦機關為何？,臺中市政府建設局（新建工程處）,臺北市政府教育局,交通部高速公路局,經濟部水利署,A,1,TRUE,第14講案例概要指出，業主/主辦機關為臺中市政府建設局（新建工程處）。,工程主辦機關,Notion：政府採購法 / 第14講
GPL14-L1-10,Level 1,multiple_choice,依第14講，案例工程範圍不包括下列何者？,后里森林園區、花馬道、天空步道、擋土牆、機電照明、景觀優化,刑事偵查庭,天空步道,機電照明,B,1,TRUE,第14講案例工程範圍包括后里森林園區、花馬道、天空步道、擋土牆、機電照明、景觀優化等。,工程範圍,Notion：政府採購法 / 第14講
GPL14-L1-11,Level 1,multiple_choice,依第14講，工程配合花博時程欲達成的「三如原則」為何？,如期、如質、如度,如價、如量、如夢,如期、如訴、如判,如風、如火、如雷,A,1,TRUE,第14講指出目標時程配合2018臺中世界花博，達成「如期、如質、如度」。,三如原則,Notion：政府採購法 / 第14講
GPL14-L1-12,Level 1,multiple_choice,依第14講，品質缺失管理應如何處理？,編號、期限、責任到人、復查驗證、列管結案,只口頭說明即可,查核後立即刪除紀錄,不需設定期限,A,1,TRUE,第14講指出缺失管理包括編號、期限、責任到人、復查驗證、列管結案。,缺失管理,Notion：政府採購法 / 第14講
GPL14-L1-13,Level 1,multiple_choice,依第14講，案例工程的付款節點如何設計？,依進度分期請領：25%、50%、75%、100%,開工前一次全付,驗收前不得任何請領,由廠商自行決定比例,A,1,TRUE,第14講進度、變更與付款管理指出，付款節點依進度分期請領，包含25%、50%、75%、100%。,進度管理,Notion：政府採購法 / 第14講
