id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL06-L1-01,Level 1,multiple_choice,依第06講，GPA在我國政府採購制度中的重要承接規範為政府採購法第幾條？,第6條,第17條,第70條,第98條,B,1,TRUE,第06講指出政府採購法第17條是GPA精神在我國法的重要承接規範，涉及外國廠商、互惠、國民待遇與不歧視。,GPA法源,Notion：政府採購法 / 第06講
GPL06-L1-02,Level 1,multiple_choice,依第06講，WTO政府採購協定（GPA）的性質為何？,WTO架構下之多邊參與性協定,我國單方面國內行政命令,只適用私人買賣契約,完全不涉及政府採購,A,1,TRUE,第06講整理GPA屬WTO架構下之多邊參與性協定，僅加入GPA之會員相互承擔權利義務。,GPA性質,Notion：政府採購法 / 第06講
GPL06-L1-03,Level 1,multiple_choice,依第06講，我國於何時正式生效加入GPA？,民國87年5月27日,民國88年5月27日,民國98年7月15日,民國100年1月1日,C,1,TRUE,第06講明示我國於民國98年7月15日正式生效加入GPA。,GPA加入時間,Notion：政府採購法 / 第06講
GPL06-L1-04,Level 1,multiple_choice,依第06講，判斷GPA是否適用，主要應以何者為準？,開放清單,廠商口頭聲明,承辦人個人喜好,投標廠商數量多寡,A,1,TRUE,第06講整理GPA適用條件以開放清單為準，包括列名機關或事業機構、開放標的類別、金額門檻、個別保留與限制。,GPA適用條件,Notion：政府採購法 / 第06講
GPL06-L1-05,Level 1,multiple_choice,依第06講，下列何者不是GPA適用判斷的主要條件？,列名之機關或事業機構,開放之工程、財物、勞務標的,金額門檻,承辦人是否喜歡外國廠商,D,1,TRUE,GPA適用判斷包括機關或事業機構、標的類別、金額門檻、保留與限制；承辦人喜好不是判斷條件。,GPA適用條件,Notion：政府採購法 / 第06講
GPL06-L1-06,Level 1,multiple_choice,依第06講，下列何者屬GPA不適用範圍之一？,無對價之取得，例如接受捐贈,所有公告金額以上採購,所有財物採購,所有公開招標,A,1,TRUE,第06講整理無對價之取得，例如機關或國營事業接受捐贈，屬GPA不適用範圍。,不適用範圍,Notion：政府採購法 / 第06講
GPL06-L1-07,Level 1,multiple_choice,依第06講，下列何者屬可排除GPA適用的例外？,國家安全、公共道德或秩序、安全、保護生命健康等,單純想排除外商競爭,承辦人覺得英文文件麻煩,國內廠商要求不要開放,A,1,TRUE,第06講列出GPA例外包含國家安全、公共道德秩序或安全、保護人類與動植物生命或健康、智慧財產權必要保護、弱勢或慈善機構等社會政策優惠。,GPA例外,Notion：政府採購法 / 第06講
GPL06-L1-08,Level 1,multiple_choice,依第06講，GPA基本原則中的國民待遇與不歧視，意義較接近下列何者？,對其他簽署國之產品、服務與廠商不得差別待遇,必須永遠優先排除外國廠商,只要是外國廠商就一定不得投標,可以任意設定與履約無關的歧視條件,A,1,TRUE,第06講整理國民待遇與不歧視，是對其他簽署國之產品、服務與廠商不得差別待遇。,國民待遇與不歧視,Notion：政府採購法 / 第06講
GPL06-L1-09,Level 1,multiple_choice,依第06講，非GPA簽署國廠商可否投標？,GPA不禁止，但應依機關規定與互惠原則處理,GPA明文禁止所有非簽署國廠商投標,一定可以無條件投標且不受任何規範,只能由廠商自行決定是否適用我國法,A,1,TRUE,第06講常見疑義提醒，非簽署國廠商可否投標，GPA不禁止，但應依機關規定與互惠原則處理。,非簽署國廠商,Notion：政府採購法 / 第06講
GPL06-L1-10,Level 1,multiple_choice,依第06講，GPA下的供應商資格條件設計應如何？,具體、客觀、與履約必要相稱,越能排除外商越好,完全不需公開,依廠商國籍任意差別待遇,A,1,TRUE,第06講提醒資格與能力要求應與履約必要相稱，避免形成貿易不當限制；機關Check-list亦要求具體、客觀、與標的相稱。,資格條件,Notion：政府採購法 / 第06講
GPL06-L1-11,Level 1,multiple_choice,依第06講，常年合格名單的管理方式較符合GPA精神者為何？,得設固定名單並定期審查，常見年度或兩年一審,一旦列名永遠不得審查,只允許本國廠商列名,完全不通知申請人結果,A,1,TRUE,第06講整理常年合格名單得設固定名單並定期審查，常見年度或兩年一審。,常年合格名單,Notion：政府採購法 / 第06講
GPL06-L1-12,Level 1,multiple_choice,依第06講，有廠商要求參與且未在常年合格名單者，機關應如何處理？,應即啟動資格審查並通知審定結果,一律拒絕，不必審查,永遠等下一年度再說,只通知本國廠商，不通知外國廠商,A,1,TRUE,第06講整理有廠商要求參與且未在名單者，應即啟動資格審查；審定結果含除名或終止使用名單應通知申請人。,資格審查通知,Notion：政府採購法 / 第06講
GPL06-L1-13,Level 1,multiple_choice,依第06講，下列何者可作為供應商排除事由之一，但仍須遵守國民待遇與不歧視？,破產或虛偽陳述,只是外國廠商,承辦人不喜歡其公司名稱,該廠商曾要求合法救濟,A,1,TRUE,第06講整理破產、虛偽陳述等法定事由可排除，但仍須遵守國民待遇與不歧視。,排除事由,Notion：政府採購法 / 第06講
GPL06-L1-14,Level 1,multiple_choice,依第06講，補償性交易（Offset）之定義較接近何者？,以技術移轉、在地採購比例、平衡貿易等作為參與或得標條件,正常履約保證金,合法驗收程序,一般決標公告,A,1,TRUE,第06講定義Offset為以技術移轉、在地採購比例、平衡貿易等要求，作為參與或得標條件，以保護本國產業或排除外商參與。,Offset禁止,Notion：政府採購法 / 第06講
GPL06-L1-15,Level 1,multiple_choice,依第06講，下列何者原則上不得在資格審查、審標、決標中要求或考量？,補償性交易,履約能力,財務能力,符合標的所需技術能力,A,1,TRUE,第06講整理不得在資格審查、審標、決標要求或考量補償性交易。,Offset禁止,Notion：政府採購法 / 第06講
GPL06-L1-16,Level 1,multiple_choice,依第06講，下列何者屬應避免列為要件的Offset型態？,要求得標者一定比例零件在地採購,要求廠商具備履約必要能力,要求文件按期送達,要求保護商業機密,A,1,TRUE,第06講列出Offset常見型態包含要求在地製造、一定比例零件在地採購、購買國內產品達一定額度、技術授權或產能轉移等。,Offset型態,Notion：政府採購法 / 第06講
GPL06-L1-17,Level 1,multiple_choice,依第06講，GPA相關決標資訊原則上應於決標後幾天內公告？,10天內,30天內,72天內,3年內,C,1,TRUE,第06講整理決標後72天內，應於適當刊物公告採購性質、標的數量、機關、決標日期、得標者、決標金額等資訊。,決標資訊公告,Notion：政府採購法 / 第06講
GPL06-L1-18,Level 1,multiple_choice,依第06講，下列何者屬決標資訊公告內容之一？,採購性質、標的與數量、得標者名稱與地址、決標金額,承辦人私人旅遊計畫,廠商負責人家庭照片,與採購無關的私人通訊,A,1,TRUE,第06講列出決標資訊公告內容包括採購性質、標的與數量、機關與地址、決標日期、得標者名稱與地址、決標金額等。,決標資訊公告,Notion：政府採購法 / 第06講
GPL06-L1-19,Level 1,multiple_choice,依第06講，GPA對法規與程序公開的要求為何？,及時揭露適用法律、規章、司法判決與行政程序,所有規範均不得公開,只向得標廠商私下說明,只在驗收後銷毀文件,A,1,TRUE,第06講整理法規與程序應及時對外揭露，便於其他簽署國與供應商理解。,資訊透明,Notion：政府採購法 / 第06講
GPL06-L1-20,Level 1,multiple_choice,依第06講，GPA下供應商申訴程序期間通常不得少於幾日？,3日,5日,10日,72日,C,1,TRUE,第06講整理供應商申訴程序保障中，期間通常不得少於10日。,供應商申訴,Notion：政府採購法 / 第06講
GPL06-L1-21,Level 1,multiple_choice,依第06講，GPA相關採購文件至少應保存多久？,6個月,1年,3年,10年,C,1,TRUE,第06講整理供應商申訴與救濟相關要求中，採購文件至少保存3年。,檔案保存,Notion：政府採購法 / 第06講
GPL06-L1-22,Level 1,multiple_choice,依第06講，我國GPA開放市場保護配套中，貨品/勞務門檻約為新臺幣多少？,65萬元,650萬元,"6,500萬元",2.5億元,B,1,TRUE,第06講整理保護配套與門檻設定中，貨品/勞務約為新臺幣650萬元。,門檻設定,Notion：政府採購法 / 第06講
GPL06-L1-23,Level 1,multiple_choice,依第06講，我國GPA開放市場保護配套中，工程門檻約為新臺幣多少？,650萬元,"1,000萬元",2.5億元,10億元,C,1,TRUE,第06講整理保護配套與門檻設定中，工程約為新臺幣2.5億元。,門檻設定,Notion：政府採購法 / 第06講
GPL06-L1-24,Level 1,multiple_choice,依第06講，得標廠商在國內員工總數逾多少人者，履約期間應雇用身心障礙者與原住民？,10人,50人,100人,500人,C,1,TRUE,第06講整理採購法第98條，得標廠商在國內員工總數逾100人者，履約期間應雇用身心障礙者與原住民。,第98條社會義務,Notion：政府採購法 / 第06講
GPL06-L1-25,Level 1,multiple_choice,依第06講，得標廠商雇用身心障礙者與原住民之合計比例原則為至少達總人數多少？,1%,2%,5%,10%,B,1,TRUE,第06講整理第98條社會義務，合計至少達總人數2%，實務上常以各1%理解，採整數計算，未達者免。,第98條社會義務,Notion：政府採購法 / 第06講
