id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL02-L1-01,Level 1,multiple_choice,依第02講整理，政府採購法的頒布日期為何？,民國87年5月27日,民國88年5月27日,民國89年1月1日,民國90年5月27日,A,1,TRUE,第02講整理政府採購法頒布日期為民國87年5月27日，施行日期則為民國88年5月27日。,法規背景,Notion：政府採購法 / 第02講
GPL02-L1-02,Level 1,multiple_choice,依第02講整理，政府採購法的施行日期為何？,民國87年5月27日,民國88年5月27日,民國89年12月31日,民國93年2月1日,B,1,TRUE,第02講整理政府採購法於民國88年5月27日施行。,法規背景,Notion：政府採購法 / 第02講
GPL02-L1-03,Level 1,multiple_choice,依第02講，下列何者屬於政府採購法的典型適用對象？,政府機關、公立學校、公營事業,純私人公司與一般自然人交易,未受政府補助的私人社團,完全民間資金的私人採購,A,1,TRUE,第02講列出政府機關、公立學校、公營事業為典型適用對象。,適用對象,Notion：政府採購法 / 第02講
GPL02-L1-04,Level 1,multiple_choice,依第02講，補助對象辦理採購時，何種情形原則上依採購法辦理？,補助金額占總成本二分之一以上，且達公告金額,只要收到任何補助，不論金額均適用,補助金額低於一成，但廠商願意配合,補助對象是私人即可完全排除採購法,A,1,TRUE,第02講整理補助金額占總成本二分之一以上，且達公告金額者，原則上依採購法辦理。,補助與代辦,Notion：政府採購法 / 第02講
GPL02-L1-05,Level 1,multiple_choice,依第02講，政府採購法八章架構中，不包括下列何者？,總則,招標,爭議處理,刑事偵查專章,D,1,TRUE,第02講列出八章為總則、招標、決標、履約管理、驗收、爭議處理、罰則、附則；未列刑事偵查專章。,法規體系,Notion：政府採購法 / 第02講
GPL02-L1-06,Level 1,multiple_choice,依第02講，政府採購法的立法宗旨與基本原則，下列何者正確？,公開、公平、效益、品質,秘密、低價、排他、便宜,迅速、保密、壟斷、行政方便,懲罰、偵查、沒收、追訴,A,1,TRUE,第02講整理基本原則為公開、公平、效益、品質，並強調促進競爭、避免不當差別待遇。,基本原則,Notion：政府採購法 / 第02講
GPL02-L1-07,Level 1,multiple_choice,依第02講，機關採購決策應如何進行較符合採購法精神？,兼顧公益與效益，依法行政並採專業判斷,只追求最低價格，不考慮品質,優先照顧特定廠商，避免競爭,依承辦人個人喜好決定即可,A,1,TRUE,第02講強調機關決策應兼顧公益與效益，依法行政並採專業判斷。,基本原則,Notion：政府採購法 / 第02講
GPL02-L1-08,Level 1,multiple_choice,依第02講，政府採購行為的法律性質為何？,僅具私法性質,僅具公法性質,具公法與私法雙重性質,完全不受法律規範,C,1,TRUE,第02講整理最高行政法院93年2月法官聯席會議決議，政府採購行為具公、私法雙重性質。,法律性質,Notion：政府採購法 / 第02講
GPL02-L1-09,Level 1,multiple_choice,依第02講，下列何者較屬政府採購公法面的爭議救濟途徑？,訴願、行政訴訟、向工程會申訴,民事訴訟、仲裁、調解,私人和解後完全不留紀錄,只由廠商自行公告處理,A,1,TRUE,第02講將訴願、行政訴訟、向工程會申訴列為公法面的救濟途徑。,爭議救濟,Notion：政府採購法 / 第02講
GPL02-L1-10,Level 1,multiple_choice,依第02講，下列何者較屬政府採購私法面的爭議處理方式？,行政訴訟,向工程會申訴,民事訴訟、仲裁、調解,訴願,C,1,TRUE,第02講將民事訴訟、仲裁、調解列為私法面處理方式。,爭議救濟,Notion：政府採購法 / 第02講
GPL02-L1-11,Level 1,multiple_choice,依第02講，採購程序階段與契約履約爭議之法律性質判斷，下列何者較正確？,招標決標等程序多屬公法監理，履約爭議多依民事契約處理,所有採購爭議一律只能打刑事訴訟,履約爭議一律不得仲裁,採購程序完全沒有公法監理問題,A,1,TRUE,第02講整理採購程序階段多屬公法監理，契約履約爭議多依民事契約關係處理，得約定仲裁。,程序與履約,Notion：政府採購法 / 第02講
GPL02-L1-12,Level 1,multiple_choice,依第02講，下列何者最可能屬於工程採購？,對土地、建築或設備施作新建、修繕、拆除,購買一般辦公文具,聘請講師授課,委託資訊顧問寫報告,A,1,TRUE,第02講將工程採購整理為對土地、建築、設備施作新建、增改建、修繕、拆除，或改變自然環境之行為。,工程採購,Notion：政府採購法 / 第02講
GPL02-L1-13,Level 1,multiple_choice,依第02講，下列何者最符合財物採購？,買受、定製、承製物品、材料、設備、機具、不動產或權利,行政訴訟代理,職員教育訓練,清運服務,A,1,TRUE,第02講整理財物採購包括買受、定製、承製各類物品、材料、設備、機具、不動產、權利等。,財物採購,Notion：政府採購法 / 第02講
GPL02-L1-14,Level 1,multiple_choice,依第02講，下列何者最符合勞務採購？,工程拆除,買受設備,委託專業、技術、資訊服務或維護保養,財產標售,C,1,TRUE,第02講整理勞務採購包括專業、技術、資訊服務、研究發展、訓練、維護保養、清運等。,勞務採購,Notion：政府採購法 / 第02講
GPL02-L1-15,Level 1,multiple_choice,依第02講，採購同時具有兩類以上性質時，原則上如何判斷採購類別？,以預算金額占比最高者決定,一律認定為工程採購,一律認定為勞務採購,由廠商任意選擇即可,A,1,TRUE,第02講整理混合標的判斷原則：同時具兩類以上性質者，以預算金額占比最高者決定採購類別。,混合標的,Notion：政府採購法 / 第02講
GPL02-L1-16,Level 1,multiple_choice,依第02講的例子，畢業紀念冊與學生營養午餐之採購類型判斷，下列何者正確？,畢業紀念冊偏財物，學生營養午餐偏勞務,畢業紀念冊偏工程，學生營養午餐偏工程,畢業紀念冊偏勞務，學生營養午餐偏財物,二者均不得適用採購法,A,1,TRUE,第02講以畢業紀念冊偏財物、學生營養午餐偏勞務作為混合標的判斷例子。,混合標的,Notion：政府採購法 / 第02講
GPL02-L1-17,Level 1,multiple_choice,依第02講，工程採購達多少金額以上屬巨額採購？,"2,000萬元以上","5,000萬元以上",1億元以上,2億元以上,D,1,TRUE,第02講整理巨額採購中，工程為2億元以上。,巨額採購,Notion：政府採購法 / 第02講
GPL02-L1-18,Level 1,multiple_choice,依第02講，財物採購達多少金額以上屬巨額採購？,"1,000萬元以上","2,000萬元以上","5,000萬元以上",1億元以上,D,1,TRUE,第02講整理巨額採購中，財物為1億元以上。,巨額採購,Notion：政府採購法 / 第02講
GPL02-L1-19,Level 1,multiple_choice,依第02講，勞務採購達多少金額以上屬巨額採購？,100萬元以上,"1,000萬元以上","2,000萬元以上","5,000萬元以上",C,1,TRUE,"第02講整理巨額採購中，勞務為2,000萬元以上。",巨額採購,Notion：政府採購法 / 第02講
GPL02-L1-20,Level 1,multiple_choice,依第02講，工程或財物採購達多少金額以上屬查核金額？,100萬元以上,"1,000萬元以上","2,000萬元以上","5,000萬元以上",D,1,TRUE,"第02講整理查核金額中，工程與財物為5,000萬元以上。",查核金額,Notion：政府採購法 / 第02講
GPL02-L1-21,Level 1,multiple_choice,依第02講，未達公告金額之採購大致指何種範圍？,10萬元以上未達100萬元,"100萬元以上未達1,000萬元","1,000萬元以上未達5,000萬元",2億元以上,A,1,TRUE,第02講整理未達公告金額之採購為10萬元以上未達100萬元，採公開取得報價或企劃書為主。,金額門檻,Notion：政府採購法 / 第02講
GPL02-L1-22,Level 1,multiple_choice,依第02講，公告金額以上（100萬元以上）之採購，通常應採何種較完整方式處理？,公開、選擇性或限制性招標，需公告與完整招開評決程序,一律免公告，直接口頭洽購,一律不得招標,只需承辦人口頭詢價即可,A,1,TRUE,第02講整理公告金額以上採公開、選擇性或限制性招標，需公告與完整招開評決程序。,辦理方式,Notion：政府採購法 / 第02講
GPL02-L1-23,Level 1,multiple_choice,依第02講，下列何者最符合公開取得之定位？,未達公告金額之徵詢報價或企劃書程序,公告金額以上一定使用的決標方式,只限工程巨額採購使用,完全不需徵詢任何廠商,A,1,TRUE,第02講整理公開取得為未達公告金額之徵詢或比議價程序，對象為報價或企劃書。,招標方式,Notion：政府採購法 / 第02講
GPL02-L1-24,Level 1,multiple_choice,依第02講，下列何者屬招標文件常見內容？,投標須知、標單、契約條款、技術規格或圖說,廠商私人日記,承辦人私人消費紀錄,與採購目的完全無關之文件,A,1,TRUE,第02講列舉招標文件包括招標公告、投標須知、標單、契約條款、技術規格或圖說、工期、保固、保證、評選與決標方式等。,招標文件,Notion：政府採購法 / 第02講
GPL02-L1-25,Level 1,multiple_choice,依第02講實務提醒，下列何者容易構成形式審查不合而被廢標？,標單未簽章、未依規定裝封或押標金方式不合,廠商依法投標且文件齊備,招標文件載明合理規格,採購條件符合公平競爭,A,1,TRUE,第02講提醒標單未簽章、未依規定裝封或押標金未依指定方式或袋封，屬形式審查不合，容易被廢標。,實務錯誤,Notion：政府採購法 / 第02講
