id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL29B-L1-01,Level 1,multiple_choice,依第29講，本講聚焦於哪個階段的變更與風險控管？,履約中與驗收階段,招標公告前的市場調查,採購人員倫理宣示,公共工程歷史演進,A,1,TRUE,第29講聚焦履約中與驗收階段的變更與風險控管，包含契約變更、驗收制度、人員責任、廠商操作風險與政風刑責。,講次主軸,Notion：政府採購法 / 第29講 / 再一次
GPL29B-L1-02,Level 1,multiple_choice,依第29講，契約變更基本原則為何？,依法、依約、書面、事前核准,口頭協調即可,得標後自由改,只要廠商願意即可,A,1,TRUE,第29講指出契約變更必須依法、依約、書面、事前核准，不得以協調突破公開招標結果。,契約變更原則,Notion：政府採購法 / 第29講 / 再一次
GPL29B-L1-03,Level 1,multiple_choice,公開招標後，未有客觀情勢變更，機關用協調方式任意變更契約內容。依第29講，主要問題為何？,可能侵害其他未得標廠商公平性,完全合法且不用紀錄,可免除所有招標程序,只影響廠商內部管理,A,1,TRUE,第29講指出公開招標契約若無足以改變契約內容之客觀情勢，決標後不得任意協調變更，以免侵害未得標廠商公平性。,決標後協調,Notion：政府採購法 / 第29講 / 再一次
GPL29B-L1-04,Level 1,multiple_choice,招標文件未載明可支付預付款，決標後機關單獨同意得標廠商預付款。依第29講，主要問題為何？,影響投標價格公平，不宜決標後單獨給予,只要得標後說好即可,預付款永遠不用載明,只影響驗收照片,A,1,TRUE,第29講指出預付款若未載明於招標文件，不得於決標後單獨同意支付，以維護對未得標廠商之公平。,預付款公平性,Notion：政府採購法 / 第29講 / 再一次
GPL29B-L1-05,Level 1,multiple_choice,依第29講，下列何者可能構成契約變更的正當原因？,法規變更、現地條件重大異常、原工法不可行,承辦人懶得驗收,廠商想多賺錢但無理由,得標後單純想改品牌,A,1,TRUE,第29講列出可變更情形如法規變更、現地條件重大異常、原工法不可行等，仍須符合公平與比例原則。,變更事由,Notion：政府採購法 / 第29講 / 再一次
GPL29B-L1-06,Level 1,multiple_choice,標的、價金、履期等重大條件要調整時，依第29講應具備何者？,程序、書面與足資證明之事實,口頭承諾,廠商自行決定,驗收後補簽即可,A,1,TRUE,第29講指出重大條件如標的、價金、履期調整須有程序、書面與足資證明之事實。,重大條件調整,Notion：政府採購法 / 第29講 / 再一次
GPL29B-L1-07,Level 1,multiple_choice,依第29講，單價與總價標調整時，實務常見門檻為單項增減逾多少可能啟動變更與議價？,10%,1%,50%,80%,A,1,TRUE,第29講提到數量增減超過約定容忍幅度，實務常見門檻如單項增減逾10%，應依約辦理變更與議價。,數量增減門檻,Notion：政府採購法 / 第29講 / 再一次
GPL29B-L1-08,Level 1,multiple_choice,新增工作或原單價顯非適用時，依第29講應如何處理？,提出成本與工法證據，另行合理議定單價,沿用任意舊單價即可,不需議價直接付款,由廠商片面決定價格,A,1,TRUE,第29講指出新增工作或原單價顯非適用時，應提出成本與工法證據，另行合理議定單價。,新增工作單價,Notion：政府採購法 / 第29講 / 再一次
GPL29B-L1-09,Level 1,multiple_choice,招標文件錯誤或缺漏，例如未附圖說卻要求功能，依第29講可能屬何者？,漏項，應依程序辦理追加與變更,廠商永遠自負,不得追加也不得變更,自然成為免費工作,A,1,TRUE,第29講指出招標文件錯誤或缺漏，如未附圖說、無規範卻要求功能，屬漏項者應依程序辦理追加與變更。,漏項處理,Notion：政府採購法 / 第29講 / 再一次
GPL29B-L1-10,Level 1,multiple_choice,契約條款不明時，依第29講提到的 contra proferentem 原則，通常如何解釋？,對提供條款之一方不利解釋,永遠對廠商不利,永遠對機關不利,由旁觀者抽籤決定,A,1,TRUE,第29講指出契約由作成者不利解釋原則，條款不明者對提供條款之一方不利解釋，以平衡風險。,不利解釋原則,Notion：政府採購法 / 第29講 / 再一次
