id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL30-L1-01,Level 1,multiple_choice,依第30講，本講核心聚焦為何？,採購技術辦法與測試，包含共同投標、同等品、驗收分工與時程規範,採購人員倫理與旋轉門,公共工程歷史與金質獎,不良廠商停權專題,A,1,TRUE,第30講主軸為採購技術辦法與測試，聚焦共同投標、同等品、驗收角色分工、等標期公告廢標等實務規範。,講次主軸,Notion：政府採購法 / 第30講
GPL30-L1-02,Level 1,multiple_choice,依第30講，機關允許共同投標時，最重要的前提為何？,招標文件須先載明,開標後再口頭同意即可,由廠商自行決定即可,得標後補寫即可,A,1,TRUE,第30講指出機關允許共同投標之基本規定重點是招標文件須先載明。,共同投標前提,Notion：政府採購法 / 第30講
GPL30-L1-03,Level 1,multiple_choice,依第30講，同一採購案中，共同投標成員原則上可否重複以個別或其他共同投標身分投標？,不得重複,可以任意重複,只要價格最低即可重複,由代表廠商決定,A,1,TRUE,第30講指出同一採購案，成員不得重複以個別或他共同投標身分投標。,成員重複投標,Notion：政府採購法 / 第30講
GPL30-L1-04,Level 1,multiple_choice,依第30講，何種情形可在招標文件明訂共同投標成員重複參與之例外？,涉及專利或特殊專業技術，或禁止重複參與將不利競爭,承辦人想照顧熟識廠商,廠商人數太多,投標文件頁數較少,A,1,TRUE,第30講指出為促進競爭，若採購涉及專利或特殊專業技術，或禁止重複參與將不利競爭，可於招標文件明訂例外。,重複參與例外,Notion：政府採購法 / 第30講
GPL30-L1-05,Level 1,multiple_choice,依第30講，共同投標文件原則應如何簽署？,各成員負責人或代理人共同簽署，或依協議書由指定代表人簽署,只要其中一名工人簽名即可,完全不用簽署,得標後再隨便補簽,A,1,TRUE,第30講指出投標文件須由各成員負責人/代理人共同簽署，或依共同投標協議書之指定代表人簽署。,共同投標簽署,Notion：政府採購法 / 第30講
GPL30-L1-06,Level 1,multiple_choice,依第30講，共同投標之押標金與履約保證金可如何繳納？,由代表廠商依協議代繳，或以成員共同名義繳納,只能由最小成員私下繳納,不得繳納,由機關代繳,A,1,TRUE,第30講指出押標金與履約保證金由代表廠商依協議代繳，或以成員共同名義繳納。,共同投標保證金,Notion：政府採購法 / 第30講
GPL30-L1-07,Level 1,multiple_choice,依第30講，共同投標協議書原則上須如何？,公證或認證，且原則以中文,只需口頭約定,不得使用中文,不用保留文件,A,1,TRUE,第30講指出共同投標協議書需公證或認證，原則以中文；涉外採購得以外文但須附中文譯本並符招標文件。,協議書公證認證,Notion：政府採購法 / 第30講
GPL30-L1-08,Level 1,multiple_choice,依第30講，共同投標協議書必載事項不包括下列何者？,成員星座與血型,機關名稱與標案名稱/案號,代表廠商、授權權限與責任分工,各成員主辦項目與契約金額比例,A,1,TRUE,第30講列共同投標協議書必載事項包含機關名稱、標案名稱/案號、代表廠商、授權權限、責任分工、主辦項目與契約金額比例等。,協議書必載事項,Notion：政府採購法 / 第30講
GPL30-L1-09,Level 1,multiple_choice,依第30講，共同投標協議書中對投標後或得標後責任應如何記載？,明確記載連帶履約責任，不可含糊,只寫各自完全免責,不用寫責任,責任由機關承擔,A,1,TRUE,第30講指出共同投標協議書應明確記載投標後或得標後之連帶履約責任。,連帶責任,Notion：政府採購法 / 第30講
GPL30-L1-10,Level 1,multiple_choice,依第30講，共同投標協議書內容可否任意變更？,未經機關同意不得變更,代表廠商可任意變更,得標後自動失效,不需通知機關,A,1,TRUE,第30講指出未經機關同意不得變更協議書內容，得標後協議書應納入契約。,協議書變更,Notion：政府採購法 / 第30講
GPL30-L1-11,Level 1,multiple_choice,依第30講，機關對共同投標代表人之通知效力如何？,視同對全體成員通知,只對代表人個人有效,完全無效,只對主辦會計有效,A,1,TRUE,第30講指出機關對代表人之通知視同對全體成員之通知。,代表人通知效力,Notion：政府採購法 / 第30講
GPL30-L1-12,Level 1,multiple_choice,依第30講，共同投標成員業績認列依據為何？,協議書載明之主辦項目與比例,成員自己事後主張,代表廠商任意分配,一律平均分配,A,1,TRUE,第30講指出業績認列依協議書載明之主辦項目與比例，於檢收/驗收後據實認列。,業績認列,Notion：政府採購法 / 第30講
GPL30-L1-13,Level 1,multiple_choice,依第30講，同等品的定義為何？,功能、效益、標準或特性不低於招標文件要求，且可檢驗或測試之產品,品牌名稱完全相同才可,價格一定更高的產品,廠商口頭說等同即可,A,1,TRUE,第30講指出同等品是經機關審查認定功能、效益、標準或特性不低於招標文件要求，且可檢驗或測試之產品。,同等品定義,Notion：政府採購法 / 第30講
GPL30-L1-14,Level 1,multiple_choice,依第30講，同等品不可以只看何者即認定？,品牌名稱,功能比對,性能比對,必要檢測,A,1,TRUE,第30講提醒不以品牌等同即視為同等，需通過規格/性能比對與必要檢測。,同等品審查,Notion：政府採購法 / 第30講
GPL30-L1-15,Level 1,multiple_choice,依第30講，投標時同等品功能比對表至少應包含何者？,廠牌、價格、功能、效益、標準/規格、特性,投標人星座,承辦人生日,廠商廣告口號,A,1,TRUE,第30講指出功能比對表至少包含廠牌、價格、功能、效益、標準/規格、特性，並對照原規格逐項說明。,功能比對表,Notion：政府採購法 / 第30講
GPL30-L1-16,Level 1,multiple_choice,依第30講，同等品審查方式不包括下列何者？,自行審查、開會審查、委託審查,專案送首長或授權人核定,召開審查會邀專家學者等參與,完全不審查直接通過,D,1,TRUE,第30講列同等品審查可自行審查、開會審查或委託審查，必要時邀專家學者、原設計者、廠商代表參與。,同等品審查方式,Notion：政府採購法 / 第30講
GPL30-L1-17,Level 1,multiple_choice,依第30講，若同等品單價或總價低於原招標要求所提及基準，契約價金應如何處理？,扣減相對差額,加價給廠商,完全不處理,取消驗收,A,1,TRUE,第30講指出同等品價格低於原招標要求基準時，契約價金應扣減相對差額。,同等品價格較低,Notion：政府採購法 / 第30講
GPL30-L1-18,Level 1,multiple_choice,依第30講，若同等品價格高於原要求，契約價金如何處理？,不得因此加價，維持契約價,必須加價,自動廢標,改為共同投標,A,1,TRUE,第30講指出同等品若高於原要求，不得因此加價，維持契約價。,同等品價格較高,Notion：政府採購法 / 第30講
GPL30-L1-19,Level 1,multiple_choice,依第30講，主驗人員主要職掌為何？,組織驗收程序，抽查/檢核與契約、圖說、樣品之符合性，並裁示不符合處置,只負責廠商付款,只負責寫新聞稿,只負責招標公告,A,1,TRUE,第30講指出主驗人員負責組織驗收程序，抽查/檢核符合性，並裁示改善、拆除重作、退換貨等處置。,主驗人員,Notion：政府採購法 / 第30講
GPL30-L1-20,Level 1,multiple_choice,依第30講，主驗人員不得為何者？,該案最基層承辦人,依法進用人員,具專業資格者,機關合適人員,A,1,TRUE,第30講指出主驗人員不得為該案最基層承辦人，以避免利益衝突。,主驗利益衝突,Notion：政府採購法 / 第30講
GPL30-L1-21,Level 1,multiple_choice,依第30講，下列驗收角色配對何者較正確？,會驗通常為接管或使用單位；協驗協助技術檢核；監驗監視程序合規,會驗負責沒收押標金,協驗負責代表廠商投標,監驗負責修改契約價金,A,1,TRUE,第30講指出會驗通常為接管或使用單位，協驗由設計、監造、採購承辦或專業人員協助技術檢核，監驗監視驗收程序合規。,會驗協驗監驗,Notion：政府採購法 / 第30講
GPL30-L1-22,Level 1,multiple_choice,依第30講，初驗/驗收紀錄應包含下列何者？,案號、契約號、廠商、標的數量、履約期間、是否逾期、變更紀錄、檢核結果與簽章,只有廠商Logo,只有主驗人心情,只有口頭結論,只有投標人生日,1,TRUE,A,驗收紀錄欄位,Notion：政府採購法 / 第30講
GPL30-L1-23,Level 1,multiple_choice,依第30講，廢標公告應於廢標日後幾日內刊登無法決標公告？,14日內,5日內,6個月內,7日內,A,1,TRUE,第30講指出廢標公告應於廢標日後14日內刊登無法決標公告。,廢標公告,Notion：政府採購法 / 第30講
GPL30-L1-24,Level 1,multiple_choice,依第30講，如於投標截止前發布變更或補充招標文件，原則至少延長投標截止日多久？,至少延長5日,至少延長1日,不得延長,一律延長6個月,A,1,TRUE,第30講指出等標期內發布變更/補充招標文件，原則須延長投標截止日，至少延長5日。,變更補充等標期,Notion：政府採購法 / 第30講
GPL30-L1-25,Level 1,multiple_choice,依第30講，複數決標應如何於招標文件與公告中處理？,開標前即明定採行方式、分項/分批原則，並依分項/批次分別適時公告結果,等全部項目決標後一次籠統公告即可,不用在招標文件明定,由廠商決標後自行公告,A,1,TRUE,第30講指出複數決標須於開標前在招標文件明定採行方式與分項/分批原則，不得全部決標後僅一次籠統刊登，應依分項/批次公告結果。,複數決標公告,Notion：政府採購法 / 第30講
