id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL34-L1-01,Level 1,multiple_choice,依第34講，本講主題為何？,最有利標評選實務與不合格標認定,初探最有利標作業程序,學校午餐聯合採購,驗收與政風刑責,A,1,TRUE,第34講主軸是最有利標評選實務與不合格標認定，包含評選項目權重、不合格標負面表列、評選委員會人數表決與協商措施程序。,講次主軸,Notion：政府採購法 / 第34講
GPL34-L1-02,Level 1,multiple_choice,依第34講，若最有利標將價格納入評分，其權重不得低於多少？,20%,10%,50%,60%,A,1,TRUE,第34講指出若將價格納入評分，其權重不得低於20%，且不得超過50%。,價格權重下限,Notion：政府採購法 / 第34講
GPL34-L1-03,Level 1,multiple_choice,依第34講，若最有利標將價格納入評分，其權重不得超過多少？,50%,20%,10%,80%,A,1,TRUE,第34講指出若將價格納入評分，其權重不得低於20%，且不得超過50%。,價格權重上限,Notion：政府採購法 / 第34講
GPL34-L1-04,Level 1,multiple_choice,依第34講，價格納入評分時，權重區間何者正確？,20%至50%,0%至10%,50%至80%,一律100%,A,1,TRUE,第34講指出價格納入評分權重不得低於20%、不得超過50%。,價格權重區間,Notion：政府採購法 / 第34講
GPL34-L1-05,Level 1,multiple_choice,依第34講，若採固定價格給付，價格組成內容之權重應如何？,低於20%,至少20%,超過50%,一律100%,A,1,TRUE,第34講指出若採固定價格給付，價格組成內容之權重應低於20%。,固定價格,Notion：政府採購法 / 第34講
GPL34-L1-06,Level 1,multiple_choice,依第34講，簡報與答詢權重不得低於多少？,20%,5%,50%,80%,A,1,TRUE,第34講指出簡報與答詢權重不得低於20%。,簡報答詢權重,Notion：政府採購法 / 第34講
GPL34-L1-07,Level 1,multiple_choice,依第34講，簡報與答詢重點在於評估何者？,廠商對案情的深入了解與即時反應能力,廠商字體大小,投標封套顏色,廠商地址遠近,A,1,TRUE,第34講指出簡報與答詢強調廠商對案情的深入了解與即時反應能力。,簡報答詢目的,Notion：政府採購法 / 第34講
GPL34-L1-08,Level 1,multiple_choice,依第34講，評選項目應與何者有關？,採購目的,某特定廠商投標文件內容,委員個人喜好,廠商所在地,A,1,TRUE,第34講指出評選項目應與採購目的有關，並應遵守客觀性原則。,客觀性原則,Notion：政府採購法 / 第34講
GPL34-L1-09,Level 1,multiple_choice,依第34講，評選項目不得以何者作為計分基準？,部分廠商之招標文件內容,採購目的,客觀技術需求,履約能力,A,1,TRUE,第34講指出不得以部分廠商之招標文件內容為計分基準，以確保公平性。,不得作為計分基準,Notion：政府採購法 / 第34講
GPL34-L1-10,Level 1,multiple_choice,依第34講，採購法第50條延伸的不合格標負面表列意義為何？,機關不得規定特定形式瑕疵為不合格標,機關可任意擴張廢標事由,所有文件瑕疵都必然不合格,只有價格瑕疵才不合格,A,1,TRUE,第34講列出機關不得規定某些形式事項為不合格標，不得因此廢標。,不合格標負面表列,Notion：政府採購法 / 第34講
