id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL08B-L1-01,Level 1,multiple_choice,"某工程採購預算5,200萬元，承辦人仍以一般未達查核案件處理。依第08講，主要問題為何？","工程已達查核金額5,000萬元，應注意核報與審查強度",工程要達2億元才需要任何程序,只要未達巨額就完全不用管,工程採購不適用查核金額,A,1,TRUE,"第08講整理查核金額口述為工程5,000萬元；達查核金額者程序與核報要求提高。",門檻判斷,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-02,Level 1,multiple_choice,某達查核金額以上公開招標案，首次公告只給7日等標期。依第08講口述規劃，主要風險為何？,達查核金額以上公開招標口述規劃為21日，7日可能不足,達查核金額以上只能給3日,等標期越短一定越合法,公開招標不用等標期,A,1,TRUE,第08講整理達查核金額以上公開招標首次招標期限為21日，仍應依實務規定與標案公告確認。,首次招標期限,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-03,Level 1,multiple_choice,某達公告金額以上案件取消後再公告，機關只給3日。依第08講，較適當判斷為何？,達公告金額以上再公告最短7日，3日偏向未達公告金額案件,達公告金額以上再公告最短1日,所有再公告都只能3日,再公告不得縮短,A,1,TRUE,第08講整理取消或暫停後再公告，未達公告金額最短3日，達公告金額以上最短7日。,再公告期限,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-04,Level 1,multiple_choice,某選擇性招標建立合格廠商名單後，三年內每次採購都直接邀請，不重新預估金額。依第08講，問題為何？,每次採購仍須重新預估金額並依門檻辦理公告或核報,建立名單後永遠不用看金額,合格名單可永久不更新,選擇性招標不得建立名單,A,1,TRUE,第08講指出選擇性招標名單效期可逐年但不超過3年，且每次採購仍須重新預估金額與依門檻辦理公告或核報。,選擇性招標名單,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-05,Level 1,multiple_choice,某專業服務案評選後，機關要求廠商補正或重送5次。依第08講，主要問題為何？,必要時得補正或重送，但不得超過3次,補正次數完全沒有限制,專業服務不得評選,補正只能在驗收後辦理,A,1,TRUE,第08講整理專業服務評選必要時得要求補正或重送，但不得超過3次。,專業服務評選,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-06,Level 1,multiple_choice,某招標文件直接寫明只能用A品牌，沒有說明客觀上無法描述，也沒有允許同等品。依第08講，主要問題為何？,技術規格不得指向特定廠牌；例外時亦須允許同等品,指定品牌永遠合法,同等品只適用驗收後,技術規格不得寫功能與特性,A,1,TRUE,第08講§26指出技術規格應聚焦功能與特性，不得指向特定廠牌、專利或來源；客觀上無法明確描述時須允許同等品。,技術規格,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-07,Level 1,multiple_choice,某招標文件允許同等品，但未寫明提出方式與審查標準。依第08講，缺少何者？,應明訂同等品可提出與審查方式,同等品不得審查,同等品只看廠商名氣,同等品一定不得使用,A,1,TRUE,第08講整理同等品審查要點包含功能、效益、標準與價格等，應於招標文件明訂可提出與審查方式。,同等品審查,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-08,Level 1,multiple_choice,某公開招標案預算尚未核定，承辦人認為因此完全不能揭露任何金額。依第08講，較正確為何？,預算尚未核定者，得揭露預估金額,預算未核定時必須取消採購,預算未核定時只能私下通知熟識廠商,公開招標不得揭露預算或預估金額,A,1,TRUE,第08講§27指出招標或資格審查公告須揭露預算金額；預算尚未核定者，得揭露預估金額。,預算揭露,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-09,Level 1,multiple_choice,依第08講，公告日是指何日？,刊登於政府採購公報之日,承辦人開始寫簽呈之日,廠商第一次打電話之日,履約完成之日,A,1,TRUE,第08講§28整理公告日為刊登於政府採購公報之日。,公告日,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-10,Level 1,multiple_choice,某機關要求廠商購買招標文件後，才能算完成登記，否則不得投標。依第08講，主要問題為何？,不得以購買文件作為廠商登記之由,廠商一定要買紙本才可投標,網路領標一定違法,招標文件只能決標後提供,A,1,TRUE,第08講§29提醒，不得以購買文件作為廠商登記之由，並建議以網路領標避免爭議。,領標爭議,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-11,Level 1,multiple_choice,某機關只在公告當天上午提供招標文件，之後到截止投標前都不再提供。依第08講，主要問題為何？,招標文件應自公告日起至截止收受投標前提供領取,招標文件只能公告當天提供,招標文件只能給得標廠商,招標文件不得提供廠商,A,1,TRUE,第08講§29整理，公開招標文件或選擇性招標預審文件，應自公告日起至截止收受投標前提供領取。,招標文件發售,Notion：政府採購法 / 第08講 / 再一次
GPL08B-L1-12,Level 1,multiple_choice,某未達公告金額之採購，機關討論是否可免收押標金。依第08講示例，何者正確？,未達公告金額之採購屬得免收押標金示例之一,未達公告金額一定必須收最高押標金,只有巨額工程可免押標金,議價方式一定不得免押標金,A,1,TRUE,第08講§30舉例得免收押標金情形包含勞務採購、未達公告金額之採購、以議價方式辦理之採購。,押標金免收,Notion：政府採購法 / 第08講 / 再一次
